id,admin_pages,admin_duration,info_pages,info_duration,product_pages,product_duration,bounce_rate,exit_rate,page_values,special_day,month,operating_system,browser,region,traffic_type,visitor_type,weekend,revenue,total_pages,total_duration,product_focus,avg_time_per_page,bounce_exit_gap
1312,0,0.0,0,0.0,14,1947.5,0.0,0.021428571,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,0,0,14,1947.5,0.9333,129.8333,0.021429
1313,0,0.0,0,0.0,48,4152.083333,0.00625,0.028125,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,1,0,48,4152.083333,0.9796,84.7364,0.021875
1314,0,0.0,0,0.0,119,1243.180556,0.0,0.007668207,1.809360775,0.0,May,2,2,1,2,Returning_Visitor,0,0,119,1243.180556,0.9917,10.3598,0.007668
1316,10,262.0,0,0.0,22,623.4166667,0.018518519,0.04526749,0.0,0.2,May,3,2,1,2,Returning_Visitor,0,0,32,885.4166667,0.6667,26.8308,0.026749
1318,9,395.8785714,0,0.0,124,3959.145344,0.004871324,0.014283416,3.464444066,0.0,Nov,2,2,1,2,Returning_Visitor,0,1,133,4355.0239154,0.9254,32.5002,0.009412
1319,2,34.4,0,0.0,18,379.6166667,0.035,0.059166667,0.0,0.0,Jul,2,2,6,1,Returning_Visitor,0,0,20,414.0166667,0.8571,19.7151,0.024167
1320,0,0.0,0,0.0,7,1721.666667,0.038095238,0.038571429,0.0,0.0,Nov,1,1,3,3,Returning_Visitor,0,0,7,1721.666667,0.875,215.2083,0.000476
1321,0,0.0,0,0.0,4,197.4166667,0.016666667,0.0875,0.0,0.0,Nov,4,1,5,1,Returning_Visitor,0,0,4,197.4166667,0.8,39.4833,0.070833
1322,4,126.0769231,2,43.33333333,34,1395.445862,0.038927739,0.042311136,48.66071756,0.0,Nov,3,2,1,10,Returning_Visitor,0,1,40,1564.8561184300002,0.8293,38.1672,0.003383
1323,3,81.4,0,0.0,94,2487.52,0.0,0.002083333,0.0,0.0,Oct,2,2,6,2,New_Visitor,0,0,97,2568.92,0.9592,26.2135,0.002083
1324,3,35.0,0,0.0,16,352.0,0.0,0.011764706,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,0,0,19,387.0,0.8,19.35,0.011765
1325,2,45.0,0,0.0,8,71.0,0.022222222,0.044444444,0.0,0.0,May,2,2,1,13,Returning_Visitor,0,0,10,116.0,0.7273,10.5455,0.022222
1326,0,0.0,0,0.0,9,58.0,0.155555556,0.177777778,0.0,0.0,May,1,1,1,3,Returning_Visitor,1,0,9,58.0,0.9,5.8,0.022222
1327,3,16.0,0,0.0,11,207.0,0.0,0.015384615,0.0,0.0,Mar,2,2,2,3,Returning_Visitor,0,0,14,223.0,0.7333,14.8667,0.015385
1328,0,0.0,0,0.0,3,65.5,0.066666667,0.1,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,0,0,3,65.5,0.75,16.375,0.033333
1329,11,104.1944444,3,8.0,75,1753.761111,0.002380952,0.018278388,20.04842101,0.0,Nov,2,2,3,2,Returning_Visitor,0,1,89,1865.9555554,0.8333,20.7328,0.015897
1330,5,85.16666667,1,8.0,95,3715.777564,0.01010101,0.011851852,0.0,0.0,Jul,2,4,4,1,Returning_Visitor,0,0,101,3808.94423067,0.9314,37.3426,0.001751
1331,5,97.5,0,0.0,24,758.1444444,0.04,0.059846154,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,1,0,29,855.6444444,0.8,28.5215,0.019846
1332,0,0.0,1,0.0,37,1358.75,0.001754386,0.03245614,0.0,0.0,Mar,2,5,3,1,Returning_Visitor,0,0,38,1358.75,0.9487,34.8397,0.030702
1333,0,0.0,0,0.0,27,1165.95,0.025925926,0.044444444,0.0,0.0,Dec,2,5,3,1,Returning_Visitor,1,0,27,1165.95,0.9643,41.6411,0.018519
1334,0,0.0,0,0.0,2,39.5,0.0,0.1,0.0,0.0,Dec,2,2,8,1,Returning_Visitor,0,0,2,39.5,0.6667,13.1667,0.1
1335,0,0.0,0,0.0,18,1844.416667,0.0,0.023529412,28.52788235,0.0,May,3,7,3,4,Returning_Visitor,0,0,18,1844.416667,0.9474,97.0746,0.023529
1336,0,0.0,0,0.0,14,1404.75,0.0,0.021428571,0.0,0.0,Dec,2,2,1,2,New_Visitor,0,0,14,1404.75,0.9333,93.65,0.021429
1337,0,0.0,0,0.0,78,1781.69697,0.003205128,0.015811966,0.0,0.0,Mar,2,2,8,3,Returning_Visitor,0,0,78,1781.69697,0.9873,22.5531,0.012607
1338,2,41.2,0,0.0,51,820.4833333,0.0,0.008627451,0.0,0.0,Oct,4,1,1,1,Returning_Visitor,0,0,53,861.6833333000001,0.9444,15.9571,0.008627
1339,4,109.0,2,34.0,30,1049.833333,0.0125,0.028645833,0.0,0.0,May,2,2,6,4,Returning_Visitor,1,0,36,1192.833333,0.8108,32.2387,0.016146
1341,0,0.0,0,0.0,66,6100.527778,0.010606061,0.046262626,0.0,0.8,May,2,5,2,6,Returning_Visitor,0,0,66,6100.527778,0.9851,91.0527,0.035657
1343,3,65.5,2,12.0,39,1101.333333,0.00952381,0.041269841,14.99642857,0.0,May,2,2,3,1,Returning_Visitor,0,0,44,1178.833333,0.8667,26.1963,0.031746
1344,0,0.0,0,0.0,44,1341.716667,0.008888889,0.046666667,0.0,0.0,June,2,2,2,2,Returning_Visitor,0,0,44,1341.716667,0.9778,29.8159,0.037778
1346,0,0.0,0,0.0,3,66.4,0.066666667,0.1,0.0,0.0,June,3,2,6,11,Returning_Visitor,1,0,3,66.4,0.75,16.6,0.033333
1347,1,0.0,1,34.2,69,3051.525518,0.000714286,0.016949586,0.0,0.0,Oct,2,4,9,3,Returning_Visitor,0,0,71,3085.7255179999997,0.9583,42.8573,0.016235
1348,6,169.7916667,0,0.0,32,1547.625,0.0,0.013157895,23.53105656,0.0,Dec,2,2,1,1,Returning_Visitor,0,0,38,1717.4166667,0.8205,44.0363,0.013158
1349,5,247.1,0,0.0,8,1188.2,0.0,0.030769231,0.0,0.0,Oct,1,8,8,1,Returning_Visitor,1,0,13,1435.3,0.5714,102.5214,0.030769
1350,4,91.0,0,0.0,12,197.0,0.0,0.0375,0.0,0.0,Nov,2,2,1,2,New_Visitor,0,0,16,288.0,0.7059,16.9412,0.0375
1351,14,337.58,0,0.0,29,443.5,0.0,0.027027027,0.0,0.0,Oct,2,2,1,3,Returning_Visitor,0,0,43,781.0799999999999,0.6591,17.7518,0.027027
1352,0,0.0,0,0.0,4,46.75,0.0,0.05,0.0,0.0,Nov,1,1,3,3,Returning_Visitor,0,0,4,46.75,0.8,9.35,0.05
1353,2,42.2,0,0.0,17,440.2261905,0.026315789,0.023684211,0.0,0.0,Jul,3,2,3,1,Returning_Visitor,0,0,19,482.42619049999996,0.85,24.1213,-0.002632
1354,2,67.0,0,0.0,4,36.0,0.0,0.033333333,0.0,0.0,May,2,2,4,1,Returning_Visitor,0,0,6,103.0,0.5714,14.7143,0.033333
1355,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,June,1,8,3,4,Returning_Visitor,1,0,1,0.0,0.5,0.0,0.0
1357,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,1,3,Returning_Visitor,0,0,1,0.0,0.5,0.0,0.0
1358,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,3,2,7,13,Returning_Visitor,0,0,1,0.0,0.5,0.0,0.0
1359,0,0.0,0,0.0,27,187.0,0.0,0.022222222,0.0,0.0,May,4,2,7,4,Returning_Visitor,0,0,27,187.0,0.9643,6.6786,0.022222
1360,3,423.0,0,0.0,24,1203.533333,0.0,0.011111111,0.0,0.0,Oct,4,1,1,4,New_Visitor,0,0,27,1626.533333,0.8571,58.0905,0.011111
1361,0,0.0,0,0.0,42,2239.363889,0.02,0.035454545,0.0,0.0,Dec,3,2,7,2,Returning_Visitor,0,0,42,2239.363889,0.9767,52.0782,0.015455
1362,1,90.0,1,34.0,57,1092.364286,0.0,0.006321839,19.11506897,0.6,May,2,2,7,4,Returning_Visitor,0,1,59,1216.364286,0.95,20.2727,0.006322
1363,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,2,4,3,1,Returning_Visitor,0,0,1,0.0,0.5,0.0,0.0
1364,3,227.0,0,0.0,3,164.0,0.0,0.013333333,0.0,0.0,Mar,1,1,3,2,New_Visitor,0,0,6,391.0,0.4286,55.8571,0.013333
1365,6,82.01111111,2,211.6,162,6117.814359,0.0,0.003964551,22.36033441,0.0,Sep,2,2,1,6,Returning_Visitor,0,0,170,6411.42547011,0.9474,37.4937,0.003965
1366,0,0.0,0,0.0,14,343.52,0.0,0.028571429,0.0,0.0,Jul,3,2,8,1,Returning_Visitor,1,0,14,343.52,0.9333,22.9013,0.028571
1367,0,0.0,0,0.0,39,835.6809524,0.032478632,0.028162393,0.0,0.0,Jul,1,1,6,3,Returning_Visitor,0,0,39,835.6809524,0.975,20.892,-0.004316
1368,1,8.0,0,0.0,27,787.5357143,0.0,0.005142857,0.0,0.0,Nov,3,2,1,20,Returning_Visitor,0,0,28,795.5357143,0.931,27.4323,0.005143
1370,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,June,2,2,1,4,Returning_Visitor,0,0,1,0.0,0.5,0.0,0.0
1371,13,493.75,0,0.0,22,1525.0,0.008,0.018666667,25.00423187,0.0,Dec,3,2,1,1,Returning_Visitor,1,1,35,2018.75,0.6111,56.0764,0.010667
1373,0,0.0,0,0.0,7,286.5,0.0,0.042857143,0.0,0.0,Mar,3,3,3,1,Returning_Visitor,0,0,7,286.5,0.875,35.8125,0.042857
1374,0,0.0,0,0.0,4,81.5,0.0,0.025,0.0,0.0,May,1,1,2,4,Returning_Visitor,1,0,4,81.5,0.8,16.3,0.025
1375,0,0.0,0,0.0,41,2997.083333,0.004878049,0.021138211,36.8670177,0.0,Dec,2,2,1,2,Returning_Visitor,1,0,41,2997.083333,0.9762,71.3591,0.01626
1377,0,0.0,1,0.0,0,0.0,0.2,0.2,0.0,1.0,May,1,1,3,3,Returning_Visitor,1,0,1,0.0,0.0,0.0,0.0
1378,0,0.0,0,0.0,17,182.0,0.0,0.0375,0.0,0.0,May,2,4,4,3,Returning_Visitor,0,0,17,182.0,0.9444,10.1111,0.0375
1379,0,0.0,0,0.0,2,16.0,0.0,0.1,0.0,0.0,Nov,2,2,4,8,Returning_Visitor,0,0,2,16.0,0.6667,5.3333,0.1
1381,5,110.0,0,0.0,39,1584.044444,0.0,0.016744186,12.73144186,0.0,May,4,1,8,4,Returning_Visitor,0,0,44,1694.044444,0.8667,37.6454,0.016744
1382,1,82.6,0,0.0,28,1375.133333,0.0,0.020689655,4.818947334,0.0,Oct,4,1,3,20,Returning_Visitor,0,1,29,1457.733333,0.9333,48.5911,0.02069
1383,5,134.3333333,0,0.0,56,959.8117424,0.0,0.011420635,11.61864445,0.0,Nov,2,2,1,1,Returning_Visitor,1,0,61,1094.1450757,0.9032,17.6475,0.011421
1384,2,110.5,1,48.0,5,156.0,0.0,0.028571429,0.0,0.0,Dec,2,2,1,2,New_Visitor,0,0,8,314.5,0.5556,34.9444,0.028571
1385,2,149.6666667,0,0.0,4,86.75,0.0,0.016666667,0.0,0.0,May,3,2,6,5,New_Visitor,0,0,6,236.4166667,0.5714,33.7738,0.016667
1386,5,153.0,0,0.0,25,1074.683333,0.0125,0.01875,19.23268976,0.0,Nov,1,1,6,4,Returning_Visitor,0,0,30,1227.683333,0.8065,39.6027,0.00625
1387,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,2,2,4,13,Returning_Visitor,0,0,1,0.0,0.5,0.0,0.0
1388,0,0.0,0,0.0,6,83.0,0.016666667,0.033333333,0.0,0.0,Mar,3,2,8,8,Returning_Visitor,0,0,6,83.0,0.8571,11.8571,0.016667
1390,0,0.0,2,28.75,82,2375.114286,0.007058824,0.031764706,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,1,0,84,2403.864286,0.9647,28.2808,0.024706
1393,0,0.0,0,0.0,27,783.25,0.014814815,0.033227513,0.0,0.6,May,2,10,3,3,Returning_Visitor,0,0,27,783.25,0.9643,27.9732,0.018413
1394,10,187.7166667,1,11.0,29,277.35,0.0,0.021904762,0.0,0.0,Sep,3,2,9,5,Returning_Visitor,0,0,40,476.06666670000004,0.7073,11.6114,0.021905
1395,1,42.0,1,47.0,36,1994.5,0.012222222,0.026587302,0.0,0.0,May,2,2,7,4,Returning_Visitor,0,0,38,2083.5,0.9231,53.4231,0.014365
1397,2,38.0,0,0.0,21,733.7,0.0,0.014035088,0.0,0.0,Mar,2,7,1,3,Returning_Visitor,1,0,23,771.7,0.875,32.1542,0.014035
1398,1,7.0,4,103.75,99,3517.039683,0.007189542,0.020421866,0.0,0.0,Nov,2,2,1,8,Returning_Visitor,0,1,104,3627.789683,0.9429,34.5504,0.013232
1399,0,0.0,0,0.0,16,154.8333333,0.0,0.00625,0.0,0.0,Mar,2,4,7,1,Returning_Visitor,0,0,16,154.8333333,0.9412,9.1078,0.00625
1401,1,5.0,0,0.0,63,1405.327056,0.003174603,0.006349206,8.44235219,0.0,Nov,2,2,1,1,Returning_Visitor,0,1,64,1410.327056,0.9692,21.6973,0.003175
1402,8,108.5,0,0.0,53,1287.852778,0.003389831,0.027514124,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,0,0,61,1396.352778,0.8548,22.5218,0.024124
1403,0,0.0,0,0.0,45,1387.267857,0.036507937,0.059221273,0.0,0.0,Jul,3,2,9,13,Returning_Visitor,0,0,45,1387.267857,0.9783,30.158,0.022713
1404,2,28.66666667,0,0.0,12,224.1666667,0.0,0.023333333,44.73466667,0.0,Mar,3,2,6,2,Returning_Visitor,0,1,14,252.83333337000002,0.8,16.8556,0.023333
1405,1,194.0,0,0.0,21,304.275,0.0,0.001169591,0.0,0.0,May,1,2,4,2,Returning_Visitor,0,0,22,498.275,0.913,21.6641,0.00117
1406,7,778.4,0,0.0,17,827.5333333,0.0,0.018181818,0.0,0.0,Sep,1,2,6,2,Returning_Visitor,0,0,24,1605.9333333,0.68,64.2373,0.018182
1407,3,32.2,0,0.0,81,1199.616667,0.0,0.00617284,0.0,0.0,Sep,2,2,2,1,Returning_Visitor,1,1,84,1231.816667,0.9529,14.492,0.006173
1409,0,0.0,0,0.0,26,559.56,0.008,0.008,0.0,0.0,Jul,1,1,4,4,Returning_Visitor,0,0,26,559.56,0.963,20.7244,0.0
1411,0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.0,June,3,2,1,1,Returning_Visitor,0,0,3,0.0,0.75,0.0,0.0
1412,4,151.8,0,0.0,10,265.4,0.0,0.007692308,0.0,0.0,Jul,1,1,1,5,New_Visitor,0,0,14,417.2,0.6667,27.8133,0.007692
1413,3,62.14285714,0,0.0,23,1046.916667,0.0,0.004347826,17.37391304,0.0,May,2,2,7,1,Returning_Visitor,1,1,26,1109.05952414,0.8519,41.0763,0.004348
1414,2,123.0,0,0.0,7,873.0,0.0,0.011111111,0.0,0.0,Mar,1,2,2,2,Returning_Visitor,0,0,9,996.0,0.7,99.6,0.011111
1415,2,20.0,0,0.0,21,2008.833333,0.0,0.022857143,0.0,0.6,May,4,1,1,2,Returning_Visitor,0,0,23,2028.833333,0.875,84.5347,0.022857
1417,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,3,2,3,10,Other,0,0,1,0.0,0.5,0.0,0.0
1418,7,216.4,0,0.0,37,825.205,0.0,0.004625745,0.0,0.0,Sep,2,2,1,1,Returning_Visitor,0,0,44,1041.605,0.8222,23.1468,0.004626
1419,0,0.0,0,0.0,2,78.1,0.18,0.171428571,0.0,0.0,Sep,2,5,3,2,Returning_Visitor,0,0,2,78.1,0.6667,26.0333,-0.008571
1421,0,0.0,0,0.0,24,727.5,0.0,0.016666667,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,0,0,24,727.5,0.96,29.1,0.016667
1422,0,0.0,0,0.0,11,281.9,0.02,0.04,0.0,0.0,Dec,1,8,1,6,Returning_Visitor,0,0,11,281.9,0.9167,23.4917,0.02
1424,9,201.3666667,1,204.0,116,2764.290278,0.000655738,0.005854801,42.7752197,0.0,Nov,3,2,2,2,Returning_Visitor,0,1,126,3169.6569447,0.9134,24.9579,0.005199
1425,0,0.0,4,52.5,38,2533.008333,0.0,0.026190476,0.0,0.0,Dec,2,4,4,2,Returning_Visitor,0,0,42,2585.508333,0.8837,60.1281,0.02619
1427,1,0.0,0,0.0,7,174.0,0.0,0.05,0.0,0.0,Nov,4,2,3,20,Returning_Visitor,0,0,8,174.0,0.7778,19.3333,0.05
1428,6,165.9487179,2,114.0,42,2016.115385,0.016,0.028841026,26.65415979,0.0,Nov,1,1,3,2,Returning_Visitor,0,0,50,2296.0641029,0.8235,45.0209,0.012841
1429,2,132.4,0,0.0,11,296.3,0.0,0.015384615,0.0,0.0,Sep,2,4,3,2,New_Visitor,0,0,13,428.70000000000005,0.7857,30.6214,0.015385
1430,0,0.0,0,0.0,9,386.25,0.0,0.022222222,0.0,0.0,Dec,3,2,6,6,New_Visitor,0,0,9,386.25,0.9,38.625,0.022222
1431,5,74.4,0,0.0,140,2810.797158,0.001909722,0.016226074,0.0,0.0,Sep,2,2,3,4,Returning_Visitor,1,0,145,2885.197158,0.9589,19.7616,0.014316
1432,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,2,10,Returning_Visitor,0,0,1,0.0,0.5,0.0,0.0
1434,2,45.5,0,0.0,2,317.25,0.0,0.066666667,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,0,0,4,362.75,0.4,72.55,0.066667
1435,6,85.2,0,0.0,11,203.0,0.0,0.0,0.0,0.0,Nov,2,2,5,2,Returning_Visitor,0,0,17,288.2,0.6111,16.0111,0.0
1436,0,0.0,0,0.0,36,576.8333333,0.0,0.019444444,0.0,0.0,May,4,1,1,2,Returning_Visitor,0,0,36,576.8333333,0.973,15.5901,0.019444
1438,0,0.0,0,0.0,16,977.125,0.0,0.0125,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,1,0,16,977.125,0.9412,57.4779,0.0125
1439,0,0.0,0,0.0,25,585.0,0.0,0.016,0.0,0.0,Mar,4,1,1,3,Returning_Visitor,0,0,25,585.0,0.9615,22.5,0.016
1441,0,0.0,0,0.0,11,115.25,0.027272727,0.045454545,0.0,0.0,Nov,3,2,9,10,New_Visitor,1,0,11,115.25,0.9167,9.6042,0.018182
1442,7,123.4333333,0,0.0,7,132.8833333,0.0,0.006060606,0.0,0.0,Oct,1,1,3,2,New_Visitor,0,0,14,256.3166666,0.4667,17.0878,0.006061
1443,1,4.0,0,0.0,14,333.9,0.0,0.007142857,24.50485714,0.0,May,3,2,2,6,New_Visitor,0,1,15,337.9,0.875,21.1188,0.007143
1444,0,0.0,0,0.0,77,3733.228571,0.018666667,0.048622222,0.0,0.8,May,2,2,1,2,Returning_Visitor,0,0,77,3733.228571,0.9872,47.8619,0.029956
1445,0,0.0,0,0.0,4,36.0,0.05,0.1,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,0,0,4,36.0,0.8,7.2,0.05
1446,4,423.1,0,0.0,16,982.6,0.0,0.005263158,0.0,0.0,Nov,3,2,2,20,Returning_Visitor,1,0,20,1405.7,0.7619,66.9381,0.005263
1447,21,157.8883333,3,84.8,170,3888.278636,0.0,0.004514952,0.0,0.0,Nov,2,2,7,2,Returning_Visitor,0,0,194,4130.9669693,0.8718,21.1844,0.004515
1448,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Nov,1,1,1,8,New_Visitor,0,0,2,0.0,0.6667,0.0,0.0
1449,7,257.4,0,0.0,7,244.7333333,0.018181818,0.018181818,0.0,0.0,Nov,1,1,4,2,New_Visitor,0,0,14,502.1333333,0.4667,33.4756,0.0
1451,0,0.0,0,0.0,1,39.5,0.0,0.1,0.0,0.0,Dec,1,2,1,2,Returning_Visitor,0,0,1,39.5,0.5,19.75,0.1
1452,0,0.0,0,0.0,13,152.3333333,0.023931624,0.03956044,0.0,0.8,May,2,2,4,3,Returning_Visitor,0,0,13,152.3333333,0.9286,10.881,0.015629
1453,0,0.0,0,0.0,53,715.5,0.022641509,0.036298293,0.0,1.0,May,2,2,7,3,Returning_Visitor,1,0,53,715.5,0.9815,13.25,0.013657
1455,2,16.5,0,0.0,48,869.1,0.008510638,0.014967916,3.060765957,0.0,May,2,10,4,3,Returning_Visitor,0,0,50,885.6,0.9412,17.3647,0.006457
1457,0,0.0,1,426.2,10,157.0666667,0.0,0.016666667,32.73061637,0.0,Jul,2,2,3,2,Returning_Visitor,0,1,11,583.2666667,0.8333,48.6056,0.016667
1458,1,8.0,0,0.0,35,1295.916667,0.004166667,0.023611111,0.0,0.0,May,2,10,6,4,Returning_Visitor,1,0,36,1303.916667,0.9459,35.241,0.019444
1459,0,0.0,0,0.0,11,1232.083333,0.0,0.004,0.0,0.0,Nov,1,1,1,2,New_Visitor,0,0,11,1232.083333,0.9167,102.6736,0.004
1460,2,95.8,0,0.0,83,4052.358631,0.000340136,0.008176477,19.61979883,0.0,Sep,2,2,4,3,Returning_Visitor,0,1,85,4148.158631,0.9651,48.2344,0.007836
1461,0,0.0,0,0.0,2,130.0,0.0,0.05,0.0,0.0,May,4,1,1,3,Returning_Visitor,0,0,2,130.0,0.6667,43.3333,0.05
1462,2,12.1,0,0.0,4,38.3,0.00952381,0.066666667,0.0,0.0,Nov,1,2,1,5,Returning_Visitor,0,0,6,50.4,0.5714,7.2,0.057143
1463,2,112.0,4,231.875,73,2163.5,0.007692308,0.02991453,11.62573653,0.0,Nov,2,2,1,1,Returning_Visitor,1,0,79,2507.375,0.9125,31.3422,0.022222
1464,0,0.0,4,140.0,26,832.8333333,0.006896552,0.040229885,0.0,0.0,May,3,2,1,2,Returning_Visitor,0,0,30,972.8333333,0.8387,31.3817,0.033333
1465,1,20.0,0,0.0,283,9354.484111,0.003043735,0.023041703,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,0,0,284,9374.484111,0.993,32.8929,0.019998
1466,0,0.0,0,0.0,5,73.0,0.04,0.08,0.0,0.4,May,2,2,1,3,Returning_Visitor,0,0,5,73.0,0.8333,12.1667,0.04
1467,5,58.0,0,0.0,10,657.2619048,0.0,0.004166667,0.0,0.0,Mar,1,1,2,2,New_Visitor,0,0,15,715.2619048,0.625,44.7039,0.004167
1469,0,0.0,0,0.0,28,630.0833333,0.013580247,0.032839506,0.0,0.0,Nov,1,1,1,10,Returning_Visitor,1,0,28,630.0833333,0.9655,21.727,0.019259
1470,0,0.0,0,0.0,38,726.2761905,0.031578947,0.056052632,0.0,1.0,May,2,2,4,13,Returning_Visitor,1,0,38,726.2761905,0.9744,18.6225,0.024474
1471,0,0.0,0,0.0,2,134.0,0.0,0.1,0.0,0.0,Mar,3,2,7,9,Returning_Visitor,1,0,2,134.0,0.6667,44.6667,0.1
1472,5,181.3333333,0,0.0,42,792.6666667,0.0,0.001626016,113.1512195,0.0,May,2,2,1,4,New_Visitor,1,1,47,974.0,0.875,20.2917,0.001626
1473,1,5.0,0,0.0,16,191.0714286,0.0,0.0125,0.0,0.0,Mar,2,4,1,10,Returning_Visitor,0,0,17,196.0714286,0.8889,10.8929,0.0125
1474,0,0.0,0,0.0,3,61.5,0.0,0.033333333,0.0,0.0,Dec,1,1,9,2,Returning_Visitor,0,0,3,61.5,0.75,15.375,0.033333
1475,0,0.0,0,0.0,21,1129.0,0.00952381,0.038095238,0.0,0.0,Mar,2,5,5,1,Returning_Visitor,0,0,21,1129.0,0.9545,51.3182,0.028571
1476,0,0.0,0,0.0,52,2086.242857,0.015384615,0.020352564,0.0,0.0,Feb,2,2,7,1,Returning_Visitor,0,0,52,2086.242857,0.9811,39.3631,0.004968
1477,1,19.33333333,1,104.0,42,2724.008983,0.0065,0.021312784,0.0,0.4,May,3,2,3,5,Returning_Visitor,0,0,44,2847.3423163300004,0.9333,63.2743,0.014813
1478,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,7,3,Returning_Visitor,0,0,1,0.0,0.5,0.0,0.0
1482,4,91.0,2,39.0,16,1280.166667,0.0,0.004761905,39.81885714,0.0,May,2,4,4,4,New_Visitor,0,1,22,1410.166667,0.6957,61.3116,0.004762
1483,0,0.0,0,0.0,17,697.5166667,0.0,0.017647059,0.0,0.8,May,2,2,1,2,Returning_Visitor,0,0,17,697.5166667,0.9444,38.7509,0.017647
1484,4,129.4166667,3,62.0,43,1770.625,0.004255319,0.015153664,0.0,0.0,Mar,2,5,6,2,Returning_Visitor,0,0,50,1962.0416667,0.8431,38.4714,0.010898
1485,0,0.0,0,0.0,27,954.6666667,0.0,0.003846154,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,0,0,27,954.6666667,0.9643,34.0952,0.003846
1486,0,0.0,0,0.0,118,3211.344872,0.006779661,0.016468927,3.05990612,0.0,Nov,2,2,9,2,Returning_Visitor,1,1,118,3211.344872,0.9916,26.9861,0.009689
1487,0,0.0,0,0.0,2,55.0,0.0,0.05,0.0,0.4,May,3,2,1,13,Returning_Visitor,0,0,2,55.0,0.6667,18.3333,0.05
1489,12,430.1570175,14,622.4,85,3684.855282,0.000934579,0.009959744,34.45943549,0.0,Nov,3,2,1,2,Returning_Visitor,1,0,111,4737.4122995,0.7589,42.2983,0.009025
1492,3,43.0,4,81.0,132,5091.890896,0.006521739,0.029863649,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,1,1,139,5215.890896,0.9429,37.2564,0.023342
1493,14,184.1556741,7,360.1666667,127,3418.696975,0.003900709,0.013700977,2.136325585,0.0,Dec,3,2,4,2,Returning_Visitor,1,0,148,3963.0193157999997,0.8523,26.5974,0.0098
1494,2,28.0,0,0.0,7,115.6666667,0.0,0.02,0.0,1.0,May,1,1,1,5,New_Visitor,1,0,9,143.6666667,0.7,14.3667,0.02
1496,5,100.9166667,0,0.0,114,3488.070803,8.14e-05,0.022685492,5.698711043,0.0,Nov,2,2,3,2,Returning_Visitor,0,0,119,3588.9874697,0.95,29.9082,0.022604
1497,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,2,2,6,13,Returning_Visitor,0,0,1,0.0,0.5,0.0,0.0
1498,2,225.0,0,0.0,6,549.0,0.0,0.014285714,0.0,0.0,May,3,2,1,4,New_Visitor,0,0,8,774.0,0.6667,86.0,0.014286
1500,7,302.9,0,0.0,42,651.665,0.028787879,0.060270563,0.0,0.0,Aug,1,1,1,3,Returning_Visitor,1,0,49,954.5649999999999,0.84,19.0913,0.031483
1501,0,0.0,0,0.0,12,481.8333333,0.0,0.018181818,74.088,0.0,Mar,1,1,1,2,New_Visitor,0,1,12,481.8333333,0.9231,37.0641,0.018182
1502,0,0.0,0,0.0,8,885.0,0.04375,0.0375,49.72830378,0.0,Nov,3,2,1,8,Returning_Visitor,0,1,8,885.0,0.8889,98.3333,-0.00625
1503,2,62.5,0,0.0,17,775.3333333,0.0,0.045098039,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,0,1,19,837.8333333,0.85,41.8917,0.045098
1504,19,402.1857143,4,116.0,64,3179.354257,0.002531646,0.016289934,4.642,0.0,Mar,2,2,2,2,Returning_Visitor,0,1,87,3697.5399712999997,0.7273,42.0175,0.013758
1505,0,0.0,0,0.0,12,410.25,0.0,0.016666667,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,0,0,12,410.25,0.9231,31.5577,0.016667
1506,2,68.33333333,0,0.0,38,1370.038095,0.0,0.004444444,0.0,0.0,Nov,3,2,4,2,Returning_Visitor,1,0,40,1438.37142833,0.9268,35.0822,0.004444
