id,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month
6640,80000,1,2,1,36,-2,-1,0,0,-1,0,34378,54322,28011,39559,21810,34444,6011,11112,12318,39559,9439,14348,0
6641,30000,2,2,2,27,0,-1,-1,6,4,-1,5018,12215,8196,8577,5830,12673,2669,3381,3817,2069,2435,12673,0
6642,20000,2,2,2,44,-1,0,0,0,8,4,7359,16785,14313,13608,8831,10072,2338,2688,1765,2149,4367,2596,0
6643,200000,2,2,2,39,-1,-1,3,-1,8,6,29199,60925,50987,71792,72824,56431,13765,37315,19972,28378,72824,27729,0
6644,50000,1,1,1,66,-1,0,0,0,3,-1,19643,9721,42440,25059,34058,21125,10631,2438,20782,13061,11920,4296,0
6645,50000,2,1,2,54,-1,0,-1,-1,-1,3,34138,17942,23842,47496,26453,13478,12916,5563,12185,16786,6608,3585,0
6646,50000,1,1,2,31,2,-2,-1,-2,-1,0,22199,18550,19913,38765,11320,14914,11142,7646,4855,22851,2384,2860,0
6647,30000,2,2,1,53,-1,0,0,0,5,-2,10486,6655,17209,5845,25087,18507,4157,6655,5638,2310,10616,2611,0
6648,80000,1,2,2,33,-1,-1,0,-1,-1,0,29593,48317,36094,57837,47046,49932,6580,7825,4166,10934,47046,18465,0
6649,100000,2,1,1,34,0,-1,-1,1,1,-1,53196,54778,52043,39364,35111,40114,14226,15204,9087,8363,5581,13624,0
6650,30000,1,1,1,46,-1,-1,-1,-1,4,6,21897,19034,13180,9356,17582,13685,3231,6009,13180,2354,7423,1151,0
6651,50000,1,1,1,47,-1,-1,1,4,0,1,21928,22945,25681,22082,29663,26564,10731,11330,10671,2621,3281,9424,0
6652,10000,1,2,2,45,-1,0,1,2,-1,-2,5355,7467,8873,7260,6421,4565,5355,2081,3603,2789,2621,1479,0
6653,200000,2,2,1,45,-1,8,6,-1,0,4,88590,139726,146787,89648,146438,109503,24651,5796,36423,28400,146438,23167,0
6654,100000,1,2,2,23,-1,-1,0,-1,-1,0,60842,34792,25220,58455,77930,50861,12841,14594,3243,29167,43474,20946,0
6655,80000,2,2,2,45,2,-2,0,1,1,1,56981,45930,18113,37581,23516,17181,31304,10728,18113,20776,9793,17181,0
6656,50000,2,1,3,73,1,-2,-2,4,8,-1,15235,23812,26820,12436,16320,14756,3316,1770,16042,1937,8991,5839,0
6657,20000,1,4,2,23,-1,5,4,5,-1,0,9815,18181,9298,7661,9444,6223,1700,6301,1656,1416,2975,2600,0
6658,80000,1,2,2,65,0,-1,3,5,-1,-1,45892,25090,59535,32549,47483,32252,16005,10307,25739,5524,9231,6536,0
6659,80000,1,2,1,36,6,2,3,-1,-1,3,31482,35926,50466,21113,48509,28457,16601,13807,17883,6458,17890,9123,1
6660,30000,2,2,1,67,-2,2,1,4,4,2,10127,17997,20237,11751,9288,16571,4307,2916,7140,2007,2711,5832,0
6661,100000,1,2,1,26,-1,1,6,1,2,4,55100,47424,35705,63527,44091,27320,17128,47424,12024,13377,18139,13546,0
6662,20000,1,2,2,31,5,-1,6,-1,-2,0,6948,3454,15123,10142,5633,9741,2564,648,8346,2122,5633,3796,1
6663,150000,2,1,1,62,0,0,2,0,-1,-2,30591,56697,107390,89324,51237,110706,11802,15219,42840,51922,6407,32878,0
6664,50000,2,2,1,37,0,-2,1,0,1,0,13802,27277,23005,22205,28278,20992,4864,10262,8547,9824,10342,6378,1
6665,10000,2,2,1,29,-2,-1,0,0,8,-1,6965,6226,4738,5527,6238,4408,1682,2604,1408,1209,6238,975,0
6666,10000,2,1,1,59,-1,-2,1,8,5,3,3273,4122,1580,4004,3018,6927,1240,2255,899,1488,1267,4126,0
6667,20000,2,2,2,59,-1,2,-1,6,0,1,14629,13078,12013,8135,13825,6451,5048,3313,4137,1741,5601,2272,0
6668,300000,2,1,2,44,1,2,-1,0,-2,-2,161002,221957,129546,94969,117850,101067,42601,84113,80229,59639,51307,42638,1
6669,50000,2,2,2,29,-1,4,3,2,0,-1,31528,29936,17978,13143,36354,26621,14174,2455,3082,13143,12540,12891,0
6670,50000,1,2,1,70,-1,-1,0,1,0,6,19993,39849,14573,7304,19154,29134,19993,7794,5112,3454,5935,6929,0
6671,50000,2,1,2,33,-2,-2,2,8,3,2,14498,19540,25217,17876,14151,14889,6941,7754,6218,10254,6460,9019,0
6672,50000,1,2,1,42,1,0,1,5,3,-1,15526,25019,21776,31536,21853,19033,9102,8573,11573,21437,21853,7198,0
6673,20000,1,3,2,71,0,3,6,-1,-2,-1,6987,13988,10552,6308,17287,8872,2465,5610,3319,3143,7880,3533,0
6675,30000,2,1,1,34,6,2,-2,0,-1,8,10894,20458,12473,17740,17405,9361,1248,7536,6486,5902,7282,9361,1
6676,50000,1,0,1,31,1,8,6,-1,-1,-1,19060,36065,15952,20542,38431,24840,7896,12026,4655,20542,22070,4957,1
6678,100000,2,1,1,58,8,-1,-2,4,0,-1,51810,60105,31385,55124,79217,41379,17982,27283,31385,15297,39308,19347,1
6679,50000,2,2,1,68,0,0,4,-1,1,0,18689,24629,19352,16105,8662,23811,9735,14639,4888,2490,3847,5430,0
6680,50000,1,2,2,48,6,0,-1,0,1,-1,7659,32097,28622,42651,17591,9428,1266,19944,9905,7090,5858,3630,0
6681,150000,2,0,2,25,5,0,-1,2,1,0,48690,63410,65557,64701,80462,68580,13792,24894,22046,64701,36649,68580,1
6682,20000,1,2,1,30,0,6,2,2,0,8,8792,6298,3568,10220,9640,10867,8792,1892,1277,5346,4132,6932,0
6683,30000,1,2,1,32,0,1,-1,-1,-1,0,16378,8874,12410,15764,15509,13262,3627,3509,4863,5784,6943,4617,1
6684,20000,2,2,2,74,8,1,-2,5,3,1,11691,13836,14410,5179,11543,12767,861,2470,3226,1209,1627,3421,1
6685,50000,1,2,1,74,8,6,1,-1,0,-1,37747,18597,19458,34530,39006,26149,37747,7222,19458,9596,4820,2848,1
6686,50000,1,2,2,21,-1,-1,-1,-1,-1,4,19172,14605,32104,9934,13459,9257,8138,8432,9526,3182,3988,2954,0
6687,30000,2,2,2,25,6,0,-1,1,-1,6,16606,14593,12824,10120,11051,25594,9016,4242,5720,10120,11051,5907,0
6688,30000,2,2,2,27,0,0,1,5,-1,3,6242,12169,16116,16295,9685,12367,2510,4180,5669,7261,4315,1532,0
6689,30000,1,2,2,50,1,3,-1,-1,3,1,10507,11857,8290,6923,16434,18832,5359,7921,1809,3041,9211,4218,1
6690,80000,2,2,1,38,-1,-1,1,-2,0,3,28471,27038,36003,68929,38208,23855,15896,9109,3228,24490,11485,5316,0
6691,80000,2,2,1,72,3,-1,0,-1,-1,1,21560,37225,14101,50738,20752,29153,7838,10759,2900,9736,6783,9112,0
6694,100000,1,4,1,69,4,-1,-1,0,-1,1,39405,18535,51123,30217,28328,10277,39405,18535,16869,7822,5515,4980,0
6695,200000,2,2,2,45,4,0,2,-1,1,-1,56252,79589,36157,93853,51709,155586,8265,79589,20556,19034,11787,78303,1
6696,200000,2,1,1,38,0,-1,-2,0,8,1,63101,93469,51052,59808,51365,102231,33178,7931,31848,24176,17457,34022,0
6697,50000,1,2,1,70,3,-1,0,5,3,-1,37444,16272,10631,27328,31995,9737,13166,9881,4495,13842,8587,2278,1
6698,150000,1,1,3,63,0,-1,0,-1,0,6,73397,85666,100777,76496,75757,56880,18193,16704,33425,31368,16706,24763,0
6701,80000,2,2,2,73,0,-2,2,1,2,-1,26828,42135,41437,36541,57749,66268,10921,11144,13630,21860,16583,15670,0
6703,200000,1,2,2,68,-1,-1,-1,-2,0,0,136170,79268,91398,46352,56961,52900,51201,21795,29866,15896,7531,12542,0
6704,30000,2,1,2,49,2,1,-2,3,1,5,10175,3673,9398,6382,12060,14105,3084,1404,9398,2867,3022,10371,1
6707,100000,1,1,2,70,-2,-1,-2,-1,0,0,38407,32126,53783,26703,31174,75412,38407,15059,9191,6063,5425,22471,0
6708,100000,1,1,1,65,-1,1,1,0,5,-1,90127,66679,24760,57463,46791,54170,90127,37023,10764,25019,16766,6829,0
6709,20000,1,1,2,50,1,0,-2,1,4,1,14849,12250,11414,11460,14654,9571,3359,12250,4981,1137,5316,1817,0
6710,10000,1,1,1,52,2,-1,8,6,-2,5,3913,8445,8266,6203,4757,2343,1345,2474,2249,447,1632,74,0
6711,30000,1,2,2,25,1,-1,2,2,6,-1,23548,7503,20717,7972,3776,10114,10773,7503,9097,1779,1238,3190,0
6712,150000,1,1,1,28,3,-1,0,-1,0,0,33784,46622,41648,43271,62237,81946,10912,13900,7823,8338,34291,30115,1
6713,30000,2,2,3,21,3,2,6,3,4,6,11180,19010,11999,13833,14733,16674,4723,7357,3168,4829,6899,5172,1
6715,300000,2,2,2,32,8,-1,-1,6,0,2,135585,158012,166600,166318,169724,59236,54870,65162,58957,57758,84837,21551,1
6717,80000,1,1,2,52,-1,1,-1,3,-1,-1,18583,26989,46873,54052,53157,54678,2980,8250,19877,21107,14430,20250,0
6720,50000,1,2,1,51,3,6,8,3,-1,-1,30682,19309,35469,23596,12196,20992,8799,7718,35469,9082,5639,20992,1
6721,100000,2,2,2,30,-1,-2,3,-1,1,0,58981,61791,54955,67554,46812,19793,27149,20044,16652,67554,46812,10645,0
6722,50000,2,3,1,28,0,-1,-1,-1,-1,8,16754,28891,9543,16859,29828,20780,6495,28891,4372,6912,10821,7788,0
6723,30000,2,1,1,38,-1,5,6,-2,2,-1,9800,11750,12223,15076,10284,12177,4954,6287,6613,15076,4044,5961,1
6724,100000,1,0,1,45,1,2,-1,2,-1,-1,70388,58576,27148,60359,37758,29458,33328,5899,12692,60359,37758,29458,0
6725,50000,2,2,2,67,-1,-2,1,-1,1,0,7883,19806,14228,13462,36798,26485,1619,6005,14228,4970,17562,4031,0
6727,20000,1,2,2,52,1,8,1,-1,-1,-1,3952,7884,3079,7148,7832,6277,769,1243,393,3143,1761,6277,1
6728,150000,2,2,2,72,0,-1,-1,3,0,0,95948,87144,30031,56998,61721,68428,3329,23260,6502,30257,27603,35685,0
6730,20000,2,2,1,44,-1,0,-1,1,5,0,13645,12478,15956,9973,7458,16968,2403,3285,4237,3265,7458,5757,0
6732,80000,1,1,1,27,4,-1,-2,2,-1,8,22884,42556,42840,11391,29634,30772,9209,7650,42840,5630,11776,3243,0
6733,200000,1,2,2,34,-1,5,0,-1,1,5,109979,47814,73707,51645,104829,73621,17231,14100,29694,18705,26280,18753,0
6734,100000,1,1,2,21,2,4,-1,-1,0,8,49382,22857,36065,78841,57580,18916,49382,4590,12173,29938,17815,3947,1
6735,10000,2,3,2,65,-1,1,1,5,8,1,3925,8447,8827,4044,2621,7565,895,3585,2516,972,474,7565,0
6736,200000,2,2,2,48,-2,-1,0,2,2,0,98470,166104,46566,78338,56604,37294,11350,45563,24521,78338,56604,16428,0
6737,50000,1,2,2,35,-1,8,6,-1,-1,-1,26489,15989,14625,28047,18865,28733,6565,5184,2952,8268,4503,7535,1
6738,30000,2,2,2,57,-1,4,5,-1,5,8,11318,13942,8324,20344,10645,18460,3168,6127,3751,10572,4068,10867,0
6739,50000,2,1,2,42,5,-1,1,6,3,0,20007,14343,17815,15109,14657,22875,8391,6309,1288,15109,14657,7704,1
6740,30000,1,1,2,24,-2,0,-2,-2,8,2,15542,16521,5314,11909,15818,20447,5119,4538,1795,11909,8271,11011,0
6741,80000,2,2,1,73,2,2,1,-2,8,2,62853,36260,35660,32956,26428,10069,11668,20915,35660,9652,11666,3949,1
6742,50000,2,2,2,28,2,1,-1,-1,0,-1,21516,20804,34194,21239,35714,17208,6444,10391,14559,2472,13007,9044,0
6743,80000,1,2,2,53,0,0,-1,1,2,2,41184,25955,32816,41052,50764,85024,4297,10073,4903,12224,26270,34147,0
6744,30000,1,3,2,67,-1,0,5,-1,5,-2,19896,15229,6662,22799,6640,11437,11949,3276,3073,6933,937,11437,0
6745,20000,2,2,2,54,5,5,-1,-1,0,5,8617,12129,6226,11140,5470,9571,3632,2872,2798,5765,2071,2405,1
6746,150000,2,1,0,30,4,0,-1,-1,0,0,121393,52833,72061,72467,44511,86779,17417,25678,33795,72467,15211,20066,1
6747,50000,1,2,1,64,-1,-1,-1,0,6,-1,30872,18354,19633,16067,16124,12418,12461,18354,6620,4692,4771,3182,0
6748,100000,2,2,2,32,4,0,1,-1,1,1,64974,32392,46696,29623,56679,33199,64974,14372,13306,29623,16265,15742,0
6749,200000,1,2,1,51,-1,-1,3,0,1,-2,75245,58442,90776,128374,82002,85419,75245,27605,42880,52872,38185,85419,0
6750,200000,2,1,1,36,-2,-1,1,-1,-1,-1,57127,96861,104410,127352,56796,25963,14086,37272,57808,63342,30700,5849,0
6751,20000,1,2,2,22,1,3,0,4,-1,2,14313,10054,5358,10003,10610,20885,4765,3453,1550,4956,2994,7230,0
6752,20000,1,3,2,27,-1,0,4,8,0,4,11337,6193,8940,9170,9823,6500,3434,3730,2721,1836,2683,696,0
6754,20000,1,3,2,40,3,0,-1,-2,0,-2,12860,4354,7533,7017,7190,13787,4532,1631,7533,1755,3047,4703,1
6756,300000,2,2,1,53,0,0,6,-1,8,1,142859,92923,139143,156761,75488,143374,51822,22322,34410,83519,39526,49160,0
6757,50000,1,1,2,50,-2,1,-1,-1,-1,1,8319,21816,25580,19677,19398,19911,1958,10634,9698,13945,11669,12524,0
6758,50000,2,2,2,41,-1,-1,-1,-2,-1,-1,24772,29976,6463,5026,14065,24906,8648,14518,2129,835,9275,5228,0
6759,200000,1,2,2,32,-1,1,-2,-1,1,-1,160083,60132,110286,146775,54207,188569,36565,10383,49463,67672,6942,188569,0
6760,20000,2,4,1,44,-1,-1,-1,0,0,5,13130,8583,15906,9624,17742,10658,3259,5009,7008,3684,5284,3238,0
6761,100000,2,2,2,22,0,1,8,-1,0,4,81278,46969,41045,42313,75851,52948,25707,18469,10583,9309,32679,17200,0
6763,50000,2,2,1,63,0,-1,-1,6,-1,-2,12578,20634,15552,25128,21043,24986,910,14598,4198,13509,11648,24986,0
6765,80000,1,2,2,67,1,8,-1,-1,0,1,31600,22533,45890,32360,29690,62155,9140,10387,45890,8909,12940,29705,0
6766,10000,1,1,2,64,-1,3,-1,8,-1,-1,5415,3101,6715,3295,9135,6096,1603,1195,3454,1420,9135,3005,1
6768,50000,2,2,1,72,0,0,2,-2,4,-1,18764,30319,28656,21099,10709,8826,2736,17136,12401,9676,2865,8826,0
6770,10000,2,2,1,65,2,-1,3,4,5,0,8118,3206,6829,3550,6410,4204,2274,1221,6829,708,2030,1751,0
6771,30000,2,2,2,26,0,2,-1,0,2,1,16077,13342,21568,14251,21086,7246,16077,6563,5896,5554,9519,2953,0
6772,10000,2,2,1,68,0,0,-1,-1,0,0,6494,5855,2597,2413,3583,2688,2706,2911,811,2413,1511,741,0
6773,80000,1,1,2,58,1,0,-2,3,-1,-1,32368,21552,32989,29247,10319,50122,11391,4068,15439,2860,5281,20624,0
6774,150000,2,1,1,22,1,3,-1,-2,-1,0,69880,43893,85079,34977,124879,54906,16347,18159,21783,15615,30083,19384,0
6775,10000,2,3,3,38,-1,-1,-1,-1,1,6,5059,6878,8280,6244,5264,4266,1524,3428,8280,3231,2583,738,0
6777,100000,2,2,3,25,1,4,1,-1,-1,-1,41229,22496,53769,24596,19789,62124,18205,8945,12178,24596,7926,27641,1
6778,10000,1,2,2,62,4,-1,2,-1,6,1,4147,3300,860,2371,3778,6081,1166,2028,373,2371,1761,3421,1
6779,20000,2,0,2,74,1,-1,-1,-1,0,-2,5946,8137,9462,9930,3029,7271,2703,1582,2138,5097,1181,1674,0
6780,100000,2,5,2,62,5,-1,0,0,-1,-1,63455,56857,31728,22988,29338,27534,31690,11828,8583,5292,7603,9121,0
6781,30000,2,2,2,29,5,2,0,0,2,2,10599,7240,18749,12448,17324,10358,4432,2063,18749,3233,2760,3115,1
6782,300000,1,2,2,62,6,0,0,1,-1,-1,152944,151487,93252,136049,70740,198530,46897,22925,48627,136049,36712,84964,0
6784,100000,1,2,2,44,6,8,-1,-1,1,1,28208,40979,73778,60701,26883,24563,9869,3503,3251,21881,7843,8654,1
6785,150000,1,4,1,27,-1,4,4,-1,0,-1,84134,30552,112082,94189,42765,106673,39840,3790,48586,35177,13036,45710,0
6787,50000,2,2,1,37,-1,-1,0,8,-1,0,27381,13439,33501,9318,37741,11102,27381,3833,5741,1937,5123,11102,0
6788,20000,2,2,2,74,1,4,1,1,-1,8,12186,9338,18635,7212,2314,6730,6824,3414,11496,2040,1006,2323,1
6789,50000,2,2,2,23,-1,-1,0,5,5,-1,38903,24780,9318,15393,42433,21452,9392,24780,2021,5362,10687,6255,0
6790,10000,1,1,2,36,-1,0,0,-1,6,-1,4731,2072,2751,6831,9162,1272,1647,790,183,1973,2080,320,0
6791,100000,1,3,2,44,2,-1,-1,-1,1,-1,59551,22134,32127,67368,73565,77686,59551,7588,8786,67368,24902,12840,0
6792,80000,2,2,1,24,-1,-1,-2,1,3,-2,58685,64656,34599,23357,28104,27702,18537,27273,12121,10221,15990,15542,0
6794,80000,1,1,1,45,-2,2,8,-2,0,-1,14374,55908,20160,22597,38021,53544,2432,17185,7660,11785,18724,20945,0
6795,20000,2,2,2,63,2,4,6,-1,0,2,9452,7875,15444,11377,7718,11359,9452,2086,3432,3804,2791,3556,1
6796,80000,1,3,2,38,0,1,-1,-1,-2,-1,36779,40276,42441,15158,66805,20047,36779,11330,17927,9270,22500,5251,0
6797,30000,2,2,2,60,1,8,3,-1,-1,-1,7586,9969,20222,8119,16172,11553,3355,2873,7465,2952,3043,4676,1
6800,30000,2,2,1,50,6,1,-1,3,8,4,12050,8481,6169,6515,15187,14338,3141,3198,1906,2411,6156,14338,1
6802,100000,2,1,3,28,0,1,2,1,3,0,25211,44242,13165,44620,34730,36368,14804,23560,8590,29856,11693,10012,0
6803,500000,2,2,1,56,2,-1,-1,-1,-1,-1,163212,194810,395311,136720,289006,200648,21696,57781,99784,47129,129911,42292,0
6804,150000,2,2,2,53,0,3,0,-1,1,0,134638,118584,65759,110485,101756,77065,134638,10609,29677,53232,50085,29358,1
6805,200000,2,2,1,54,5,2,8,-1,1,0,107584,104127,94702,47765,177362,57774,43826,10068,32512,47765,29401,10328,1
6806,30000,2,2,2,65,1,-1,0,6,1,-1,22689,7848,14919,15143,21375,16392,22689,2084,6543,3634,5476,4765,1
6807,20000,2,1,2,23,-1,-1,-1,5,0,0,1165,10519,11481,13703,4063,13545,523,4861,1878,4996,2228,4933,0
6808,100000,2,1,1,21,-1,-1,-1,-1,0,0,39222,67998,54372,31651,45500,66305,11150,67998,7267,31651,7534,24669,0
6809,10000,2,2,1,25,8,8,-1,-1,0,8,2987,3235,4488,2161,4565,6645,851,1164,1500,768,1937,1002,0
6810,10000,2,3,2,54,8,-1,-1,4,5,3,5437,3267,4711,3836,2503,3886,1600,644,4711,1851,801,1456,1
6811,50000,2,1,1,42,2,0,-1,0,1,2,27230,41013,25599,27302,40173,37884,11726,12407,10683,4341,11727,5718,1
6812,10000,1,1,1,39,-2,1,0,6,-2,2,6765,5187,4657,4684,4823,1883,628,1711,2321,1731,1178,1883,0
6813,30000,2,1,1,71,6,-1,-1,-1,-1,-1,17694,9554,17642,7684,9118,18169,4404,2344,7405,4533,3777,12299,0
6816,80000,2,2,1,59,2,0,2,6,-1,-1,56051,34464,35690,54187,45467,34080,7465,20101,15686,20568,10800,8253,0
6817,100000,2,2,2,50,-1,4,0,-1,-1,-1,54079,47807,19547,33269,37858,43604,12635,47807,8477,6434,18823,21783,0
6818,50000,1,2,2,72,4,0,-1,3,-1,-1,11259,16593,32078,22851,10424,27923,3109,16593,32078,6661,1352,9667,1
6819,50000,1,1,2,23,-2,4,4,8,0,-1,15709,36636,15526,25622,15522,11235,3023,14043,2708,12086,9617,6855,0
6820,100000,1,0,2,27,4,-1,3,0,-1,0,64697,57659,58634,77946,62801,56139,20365,27652,18798,47232,62801,14038,0
6821,80000,2,2,2,64,8,-2,2,-1,8,8,29241,37142,60092,54493,41029,34006,16351,18665,20642,10313,17366,12335,0
6822,20000,2,4,1,42,3,1,5,1,5,2,9665,7142,15293,11118,16573,11598,1889,2776,7327,1655,9230,6782,1
6823,50000,2,1,1,65,2,-1,-1,-1,0,-1,11446,18169,26788,18915,30086,23454,5371,9638,26788,9720,9315,23454,0
6824,50000,2,2,2,67,-1,1,3,0,5,-1,11936,14550,23522,37077,18149,27665,5379,1394,6128,9897,7865,6236,0
6825,30000,1,2,2,67,0,8,3,-1,0,-1,24640,15149,13177,7628,12519,13874,7857,1344,6289,175,5336,13874,1
6826,30000,2,1,3,48,-1,-1,2,-1,-1,2,14429,12889,15350,17474,17160,7964,1428,6522,6675,17474,6306,661,0
6827,10000,1,2,3,56,2,1,0,1,-1,1,7263,6656,6392,4720,7636,6041,2550,497,1263,1059,2697,767,0
6829,20000,1,3,2,74,3,3,-2,4,6,-1,7300,9515,13032,5604,12735,7471,2466,4001,4611,2449,12735,1857,0
6830,30000,2,3,2,42,0,6,0,4,0,-1,10771,8504,22981,16371,6620,20118,657,4920,8428,2440,6620,6764,0
6831,50000,2,0,1,66,2,1,-1,1,-1,-1,25331,29206,24115,8623,33541,41616,11852,10639,3003,2171,10477,23215,0
6832,30000,2,2,1,28,1,-1,1,2,4,4,5506,22966,18582,7238,9544,6983,1164,6148,3339,3636,5257,3089,1
6834,10000,1,1,1,62,2,-1,0,-1,-1,0,7915,1781,2216,2439,2265,4411,579,838,886,745,873,2724,0
6835,20000,2,1,1,70,4,8,-1,2,8,8,11732,15860,7038,7195,16904,10492,3981,10184,7038,3300,4751,3579,1
6836,80000,2,2,1,53,-2,1,0,0,2,-1,29732,19826,70862,29200,44262,38236,16999,12375,32216,17018,22628,13816,0
6837,10000,1,1,2,72,1,5,-1,3,-1,5,4583,3566,6588,7515,3424,5048,1569,3566,1528,1782,818,784,1
6838,10000,2,2,2,64,3,2,-2,1,-1,1,5369,4714,6079,6445,5373,3078,1405,1752,3026,2070,2446,1297,0
6839,20000,1,2,3,64,0,1,8,0,2,-1,12254,16513,11989,7880,5285,5383,2263,4505,4645,2756,410,1186,0
6840,150000,2,2,1,37,1,0,0,-1,-1,-1,92424,36082,42865,30571,57482,50225,9023,4786,23516,3778,21319,18825,0
6841,30000,1,2,2,38,0,-2,0,-1,0,-1,18806,16493,20150,18443,15633,16460,3461,3783,6585,7879,3769,3862,0
6842,150000,1,1,2,34,1,-1,1,0,-1,1,72167,81860,35350,99883,92059,111856,21599,17540,13234,32793,27252,59248,0
6844,100000,2,1,1,35,-1,-1,-1,-1,-1,-1,60476,58948,45558,40468,42219,19965,19718,9428,45558,21761,18483,12737,0
6845,150000,2,4,3,32,-1,1,-1,0,0,-1,37968,92198,76251,63354,86481,68881,12295,25543,42710,63354,20656,13139,0
6846,30000,2,4,2,70,-1,-1,-1,-1,1,5,13180,10479,9602,9085,7843,12772,4474,4507,4457,9085,2546,3969,0
6847,50000,1,1,1,54,-2,-1,-1,0,-1,0,23501,21163,22799,33460,22439,27135,3969,8471,6696,8133,2476,10473,0
6849,10000,1,2,2,54,0,-1,-1,0,0,6,6593,3421,4945,2469,6029,1960,3146,1103,1227,1286,2693,1960,0
6850,30000,2,2,2,43,-1,-1,1,-2,-2,-1,5122,13341,18114,5637,18225,6907,548,13341,18114,1278,12337,2022,0
6851,50000,1,1,1,26,-1,2,3,-1,6,-1,32244,26046,11543,23556,23367,11088,8902,6078,4412,9438,5982,11088,0
6852,100000,2,1,3,67,-2,-1,-1,-2,1,1,42803,59457,73321,38063,81900,36513,19336,23621,9379,6332,52353,17595,0
6853,80000,2,2,1,39,8,-1,-1,-2,0,-1,22575,16945,23598,14009,57548,29281,12583,8155,7698,4907,28328,15987,0
6854,100000,2,2,2,34,-1,-1,-1,0,4,-1,18814,37351,65322,39100,38384,39008,7871,15277,29024,16804,38384,9890,0
6855,50000,2,1,2,35,-1,-1,-1,-1,0,1,10683,11761,18574,33864,13642,33605,2633,7201,9499,9729,13642,12815,0
6857,150000,1,2,1,68,5,3,8,-1,0,2,117936,78788,70189,35477,43131,43927,56819,26369,20346,13890,43131,29787,1
6858,50000,2,2,1,52,5,-1,-1,0,-2,-1,22091,26230,20441,24603,17964,11871,6529,26230,11689,8761,6782,4888,0
6859,80000,1,2,1,72,6,2,8,6,-1,2,25503,13220,65359,52200,25914,11739,4933,4565,36049,12352,8402,6437,1
6860,100000,1,2,1,63,-1,-1,-1,-1,0,-2,68984,29305,37298,72482,51869,28781,3734,9773,6497,23296,23691,9679,0
6861,100000,1,2,2,29,2,0,-1,2,0,-1,66965,28805,39062,50897,55044,28736,8583,12408,15583,50897,55044,8081,0
6862,30000,1,4,2,67,1,0,-2,-2,-1,2,11820,8554,7961,7829,11716,4389,7777,2379,3312,3431,5922,2157,0
6863,100000,1,2,2,24,-1,-1,-1,-2,8,-1,35384,54721,21640,28366,64835,87971,16626,13272,11927,6178,19788,15461,0
6864,50000,2,1,1,37,-1,-1,0,-2,-1,0,17758,15265,17139,25533,44729,23936,6624,15265,2502,11468,44729,14827,0
6865,30000,1,1,2,22,0,2,5,-1,5,2,12666,21426,21485,17811,12659,23465,1814,5185,21485,2494,12659,3126,0
6867,20000,1,2,2,65,3,4,0,2,2,-1,14146,13220,7941,7074,12708,11564,4173,4963,1826,3122,3915,4016,1
6868,10000,2,1,1,69,-1,-1,1,0,-1,0,6899,3198,7887,5041,5176,6699,1319,767,3363,1764,1098,2214,0
6869,50000,2,4,2,44,0,4,-1,-1,3,8,21769,25857,9714,16675,29333,14241,11476,9668,3504,2082,6825,4412,0
6870,10000,2,2,1,60,-1,-1,-2,1,-2,0,2963,3826,2536,4069,4364,1574,1019,1818,1081,4069,922,662,0
6873,30000,2,1,2,57,6,-1,1,0,-1,3,13655,13767,23535,27501,15556,12285,5209,6393,9727,4725,4254,4898,0
6874,80000,1,2,1,62,-1,0,0,6,-1,2,59274,50401,49058,68520,29095,20978,59274,18608,27327,41682,9964,5032,0
6875,10000,2,1,2,63,5,-1,5,-1,-1,-1,5770,3990,3958,4167,5162,7533,3127,302,3958,4167,937,2655,1
6876,50000,1,2,2,44,0,-1,-1,-1,0,2,18178,18984,10330,11376,20106,29283,10259,11883,5252,1701,12908,8768,0
6878,100000,1,1,1,32,-1,-1,-1,-1,-2,-1,19200,48998,48567,31231,38010,38837,7530,15194,48567,15805,15704,24652,0
6879,300000,1,2,1,72,-1,8,-2,4,0,-2,86549,107105,168816,129437,150940,71532,86549,35609,91575,36226,16828,32313,0
6882,20000,1,2,2,34,-1,0,0,-1,3,0,12287,11303,4927,13106,11568,5204,3645,2013,2204,6202,11568,1727,0
6883,50000,2,1,2,32,0,-1,3,5,-1,1,16951,11154,11903,24529,9246,29680,8197,5485,6870,7668,2125,9425,0
6884,20000,1,2,1,27,0,-1,-1,4,0,-1,14533,15175,7026,5409,10813,17114,14533,9096,4399,1563,2427,3972,0
6885,100000,1,1,2,29,0,-1,-1,1,0,1,22064,26004,35539,91460,92494,36550,7438,5121,12860,35503,11874,12599,0
6886,50000,2,2,2,39,-1,1,-2,3,0,1,8723,25328,15806,11273,25530,34607,4406,12849,3514,5156,7698,18110,0
6888,50000,2,6,2,35,0,0,-1,0,-1,3,37243,20097,25457,22436,28647,24817,11656,4205,2055,5924,15702,4132,0
6889,200000,2,2,3,23,-1,-1,-1,0,-1,1,54424,33983,37130,104505,99013,128595,30690,18825,14046,104505,28755,50565,0
6890,30000,1,2,2,39,-1,-1,1,0,0,8,13073,5418,8001,3676,6458,20339,9585,3189,2616,2795,3399,7968,0
