id,INJ_SEV,RATWGT
28863,1,27.76
28864,2,68.39
28891,0,168.6
28906,1,30.53
28925,2,28.45
28931,0,171.46
28941,2,158.94
28942,0,233.98
28950,1,159.55
28955,3,24.46
28973,0,175.92
28976,1,71.0
28977,1,164.88
28998,2,65.5
29005,0,255.87
29008,0,246.59
29013,1,171.49
29016,2,32.84
29025,3,26.95
29026,0,170.65
29031,1,67.86
29034,0,239.81
29035,0,170.91
29038,3,13.63
29053,1,65.24
29055,1,37.4
29056,4,31.94
29065,3,30.34
29072,0,171.46
29073,1,68.19
29075,0,239.87
29077,1,158.19
29083,1,158.19
29084,1,164.32
29091,0,248.46
29100,0,170.54
29108,2,31.69
29118,0,228.9
29124,1,26.17
29133,1,71.0
29134,0,133.79
29147,0,170.91
29159,0,170.54
29170,0,166.36
29171,0,232.72
29182,2,67.16
29187,1,178.4
29198,0,171.09
29204,0,171.75
29206,1,69.05
29209,4,29.92
29212,2,30.4
29213,1,133.77
29220,1,158.19
29231,3,28.6
29243,1,176.35
29244,0,170.35
29250,0,171.55
29253,1,30.94
29259,0,238.55
29261,0,164.32
29262,0,164.32
29270,3,26.81
29271,1,100.88
29280,3,29.83
29283,3,154.7
29284,0,169.96
29285,0,130.57
29287,2,29.71
29300,3,50.04
29314,2,32.27
29315,0,180.31
29318,0,170.54
29322,1,30.18
29325,3,29.71
29326,1,171.49
29327,1,73.47
29330,3,29.83
29333,0,234.99
29340,0,256.85
29343,0,234.99
29346,2,44.05
29354,0,182.8
29361,1,82.62
29365,0,181.92
29370,1,161.74
29373,1,67.86
29380,0,26.91
29390,0,232.51
29391,1,152.54
29399,0,171.75
29401,2,177.62
29407,1,30.4
29408,0,171.46
29416,0,171.46
29420,0,133.77
29422,0,171.46
29424,0,171.46
29425,0,171.46
29435,3,28.0
29436,0,233.98
29440,2,65.9
29446,0,170.54
29449,3,30.03
29450,0,239.78
29451,0,174.97
29457,1,30.22
29458,1,28.26
29464,0,287.46
29465,1,37.4
29467,3,33.36
29469,1,153.36
29474,0,170.35
29475,2,155.38
29476,0,233.98
29481,1,160.29
29489,0,170.35
29495,0,170.86
29498,0,242.86
29500,1,34.19
29501,3,16.42
29502,0,151.27
29504,2,32.12
29507,1,68.25
29509,3,27.15
29512,0,136.17
29513,2,27.47
29517,0,171.09
29519,0,231.86
29520,2,64.42
29521,0,164.89
29524,0,234.88
29534,1,68.19
29537,1,158.19
29546,2,68.19
29548,2,68.19
29556,0,164.89
29558,3,13.03
29565,3,29.36
29567,0,246.48
29568,1,68.23
29570,0,131.23
29575,0,239.51
29578,0,136.97
29581,2,67.86
29583,2,160.0
29602,1,169.3
29609,1,78.13
29612,2,35.65
29614,1,65.9
29615,0,233.98
29628,1,160.41
29631,0,167.06
29632,0,234.88
29637,0,234.88
29642,1,68.19
29644,2,30.4
29645,1,158.19
29647,0,171.46
29649,2,13.53
29651,0,171.46
29659,1,30.4
29660,1,158.19
29662,0,171.46
29665,0,171.46
29670,0,171.46
29671,0,133.77
29679,4,13.63
29682,2,67.58
29683,2,30.53
29685,1,160.19
29690,0,130.77
29694,0,171.46
29701,1,68.19
29703,2,76.42
29706,0,170.86
29711,1,67.86
29714,0,238.98
29731,1,68.39
29736,0,170.65
29742,2,67.78
29745,0,168.6
29747,1,67.78
29752,1,159.45
29754,3,27.3
29755,0,132.15
29758,0,168.6
29761,0,168.6
29769,2,67.78
29772,0,132.15
29774,0,235.2
29775,0,168.6
29780,1,154.39
29784,1,152.54
29785,0,171.09
29797,1,28.6
29800,0,167.77
29803,0,166.88
29804,3,47.64
29805,0,233.28
29814,0,233.22
29826,1,154.5
29830,0,164.5
29831,3,26.19
29832,4,26.17
29854,2,28.41
29861,2,27.02
29875,1,154.5
29878,1,28.41
29881,0,230.92
29898,0,233.22
29901,1,68.55
29905,3,26.96
29907,2,27.94
29908,2,155.17
29914,0,239.51
29917,3,26.95
29922,1,68.55
29924,2,73.47
29929,1,67.6
29934,0,181.92
29936,0,233.22
29940,3,33.76
29948,1,159.39
29953,0,170.6
29956,2,29.36
29964,0,240.77
29970,3,29.06
29985,2,32.84
29987,0,182.8
29993,0,169.13
29995,3,13.39
29997,0,238.03
29998,3,30.1
29999,0,238.03
30001,1,68.35
30003,0,171.09
30010,0,265.23
30013,0,270.09
30031,1,171.49
30042,0,256.85
30050,0,245.42
30051,0,230.59
30055,1,157.29
30056,1,65.5
30065,1,153.36
30066,0,239.51
30074,0,233.22
30079,3,48.43
30080,0,178.58
30081,1,167.63
30086,0,166.36
30088,0,181.92
30090,0,170.54
30093,2,157.29
30097,1,72.55
30102,0,174.95
30103,0,245.42
30112,0,165.94
30119,1,194.66
30121,2,34.39
30131,0,160.11
30135,3,33.76
30141,0,377.87
30143,2,69.05
30144,1,69.05
30146,0,133.46
30157,0,187.19
30158,0,187.19
30159,3,27.03
30161,0,167.77
30173,0,170.54
30175,1,30.22
30181,3,12.82
30182,0,174.95
30184,0,136.97
30188,0,245.42
30198,1,68.23
30207,1,67.16
30211,0,233.98
30217,0,232.72
30219,0,168.31
30220,0,166.88
30230,3,27.08
30233,3,30.12
30248,0,238.16
30252,1,161.23
30261,0,170.6
30272,2,178.4
30274,2,34.19
30279,1,37.4
30283,0,171.09
30284,1,68.35
30289,2,74.49
30297,1,133.77
30310,0,187.19
30311,1,178.4
30312,1,76.42
30322,0,170.6
30325,2,153.02
30326,0,238.16
30334,0,167.77
30339,0,166.36
30341,0,239.71
30368,0,166.88
30376,1,31.39
30383,0,181.92
30385,1,163.09
30398,1,68.14
30399,0,239.71
30401,0,170.54
30402,0,166.36
30410,2,68.35
30412,1,30.53
30413,3,28.48
30420,0,234.08
30429,0,171.75
30445,0,170.65
30451,2,152.77
30457,1,159.55
30459,0,170.35
30469,0,228.9
30488,1,156.65
30494,1,65.9
30495,0,174.95
30506,0,190.7
30508,0,270.09
30511,0,166.36
30512,1,65.9
30518,1,161.56
30522,1,31.39
30524,0,170.65
30525,0,174.95
30528,0,237.79
30529,0,170.86
30544,1,29.19
30549,3,27.08
30551,0,239.78
30553,1,72.55
30558,1,72.55
30565,3,27.54
30567,1,160.19
30568,0,239.91
30589,3,13.53
30590,0,171.46
30593,2,76.42
30594,0,187.19
30606,0,238.98
30607,3,27.53
30610,4,31.4
30614,0,132.19
30615,0,238.98
30617,1,68.39
30622,0,238.98
30627,0,235.2
30628,1,67.78
30635,1,67.78
30636,0,168.6
30642,2,67.78
30651,0,168.6
30652,0,235.2
30658,1,159.45
30666,0,161.09
30671,0,245.42
30672,4,28.42
30680,3,30.53
30688,3,27.54
30689,2,30.53
30692,0,239.91
30693,2,28.48
30694,0,171.09
30706,0,133.77
30713,3,35.65
30727,2,171.49
30730,1,176.13
30741,1,31.7
30746,0,238.55
30749,0,131.68
30756,0,237.79
30757,2,67.86
30764,0,233.98
30765,0,148.74
30767,1,65.9
30771,0,134.08
30777,0,256.85
30779,0,182.8
30787,1,67.86
30789,2,67.14
30807,1,67.86
30810,3,14.7
30814,0,232.69
30815,1,32.31
30817,2,32.84
30819,0,233.98
30825,0,170.86
30826,0,134.08
30828,0,166.36
30829,0,180.94
30835,0,171.55
30849,0,169.96
30861,2,109.06
30865,0,171.75
30881,2,31.7
30882,1,70.56
30883,0,135.78
30889,1,31.7
30892,0,177.32
30893,1,68.24
30900,1,159.81
30910,0,235.03
30915,2,65.5
30923,3,26.96
30924,0,228.9
30929,0,166.36
30931,2,157.56
30933,0,131.7
30939,3,27.57
30944,0,167.77
30950,0,164.65
30954,2,68.24
30955,0,228.9
30960,0,171.55
30965,2,29.54
30972,0,141.52
30975,4,32.66
30976,1,71.65
30978,0,170.54
30980,1,68.04
30982,2,30.94
30984,2,76.42
30985,2,34.19
30994,1,67.86
30996,0,239.81
31006,2,64.47
31007,1,76.42
31009,1,83.85
31019,3,26.65
31020,0,146.09
31026,1,68.19
31027,0,239.87
31041,0,235.03
31042,2,66.4
31048,0,168.78
31051,0,133.21
31068,2,37.17
31072,2,157.3
31073,0,239.78
31083,0,170.65
31087,0,134.17
31090,0,165.94
31093,0,164.32
31095,1,68.24
31096,2,66.24
31098,1,139.1
31104,3,27.56
31105,0,132.19
31113,0,164.32
31115,0,170.86
31121,2,160.22
31122,0,232.69
31127,1,68.23
31129,0,166.36
31131,1,66.29
31134,2,159.55
31147,0,235.03
31150,1,134.15
31168,0,238.03
31170,2,27.95
31171,0,169.13
31174,1,157.94
31178,0,238.03
31181,2,67.58
31183,0,238.03
31188,2,67.58
31194,3,27.7
31195,3,27.7
31200,1,27.69
31206,0,160.11
31210,1,30.94
31214,1,34.19
31215,2,30.94
31218,4,46.09
31219,2,32.12
31226,1,30.53
31227,0,239.91
31228,2,30.53
31229,0,239.91
31232,1,68.35
31243,1,69.05
31247,0,171.46
31251,0,171.46
31252,1,152.54
31253,1,76.42
31255,1,64.42
31257,0,166.36
31264,0,133.21
31267,2,66.4
31268,0,235.03
31282,2,37.17
31289,0,168.78
31297,3,77.54
31300,0,239.71
31301,1,65.9
31308,0,170.65
31309,0,134.17
31311,0,169.13
31313,3,30.1
31318,2,30.1
31320,2,136.17
31326,2,67.58
31336,0,164.32
31339,1,30.03
31345,0,239.51
31348,1,28.01
31364,3,28.55
31371,0,170.65
31376,2,39.43
31379,0,239.71
31380,0,167.77
31385,0,171.55
31391,1,28.15
31395,3,31.21
31414,2,31.21
31415,0,238.55
31422,3,37.53
31431,0,279.02
31433,1,211.64
31437,0,166.36
31438,1,70.22
31441,3,34.19
31456,1,68.19
31457,0,133.77
31458,1,158.19
31461,0,171.46
31466,0,265.23
31472,0,170.65
31478,2,31.21
31480,4,36.74
31482,0,233.22
31485,2,27.15
31495,0,252.54
31499,0,164.32
31510,2,165.47
31519,0,234.99
31521,2,65.9
31523,3,27.35
31529,0,237.79
31531,2,157.29
31532,0,248.46
31534,0,134.17
31539,1,71.0
31542,3,27.4
31545,0,234.99
31546,0,240.02
31558,0,171.09
31560,0,167.06
31564,0,171.75
31566,0,171.46
31568,1,74.97
31570,2,32.44
31580,0,239.91
31586,0,171.46
31587,3,27.54
31602,1,159.35
31607,2,132.19
31608,0,170.65
31610,0,238.98
31612,0,238.98
31615,0,235.2
31623,2,28.25
31632,0,168.6
31636,2,186.5
31639,0,168.6
31640,0,235.2
31645,0,171.09
31646,1,66.81
31649,0,171.75
31653,2,29.86
31658,3,13.39
31662,0,174.97
31685,0,233.98
31686,0,228.9
31691,0,238.55
31692,0,171.55
31694,2,71.0
31696,0,248.46
31699,3,13.97
31705,0,165.94
31707,2,27.94
31715,0,170.65
31717,1,171.49
31725,2,65.9
31728,2,70.2
31730,2,27.15
31739,0,166.36
31745,0,180.94
31752,2,27.69
31754,3,14.1
31768,2,160.19
31779,0,149.79
31795,0,170.54
31796,0,239.71
31797,2,164.88
31798,0,170.65
31805,1,30.86
31807,0,165.94
31808,0,130.43
31810,2,66.29
31812,2,76.42
31818,0,171.55
31821,0,239.51
31825,1,71.0
31826,1,67.86
31827,1,161.74
31828,0,239.81
31830,0,170.91
31833,0,175.92
31835,1,159.55
31837,3,27.93
31849,3,27.83
31856,0,238.16
31863,1,73.47
31864,0,180.94
31865,0,181.92
31867,1,70.2
31868,3,47.18
31872,1,30.03
31880,1,65.9
31884,1,168.09
31885,0,239.71
31886,1,70.96
31887,0,238.55
31889,3,13.94
31895,0,170.86
31898,1,160.0
31900,1,31.12
31903,1,160.29
31904,0,166.36
31923,0,167.97
31928,0,241.37
31929,0,239.87
31933,0,171.46
31940,3,13.03
31946,0,170.6
31958,0,239.78
31960,0,170.6
31965,0,175.92
31968,0,238.16
31972,0,238.16
31974,0,133.79
31978,0,134.16
31981,1,159.55
31988,2,161.23
31995,1,67.86
32000,2,164.88
32001,0,175.92
32003,2,27.13
32008,1,29.91
32009,0,170.6
32020,3,31.69
32023,0,233.98
32037,0,240.77
32041,2,30.22
32069,3,28.0
32078,2,27.97
32083,3,26.97
32095,0,232.51
32100,1,64.42
32101,0,164.89
32103,0,164.89
32105,0,234.88
32116,1,34.19
32117,2,30.94
32119,1,30.94
32124,0,171.46
32130,2,66.4
32134,0,170.35
32135,0,170.6
32136,2,161.23
32137,2,161.23
32138,0,238.16
32146,2,68.23
32147,0,166.88
32151,2,159.81
32153,0,248.46
32154,0,235.03
32160,4,49.84
32162,1,134.16
32178,0,238.16
32184,1,161.56
32192,3,26.34
32197,1,72.55
32203,1,71.0
32205,0,175.92
32220,2,66.4
32223,3,14.43
32226,0,175.92
32233,2,68.14
32234,4,26.82
32237,1,32.07
32241,2,66.4
32243,3,32.07
32247,0,166.36
32249,0,233.98
32257,2,159.81
32260,0,151.27
32263,1,68.25
32267,1,65.86
32272,0,232.51
32274,0,171.09
32278,2,28.48
32279,1,360.05
32282,0,241.37
32284,0,171.46
32286,0,239.87
32287,1,68.19
32290,0,265.23
32294,0,239.87
32296,2,68.19
32298,0,231.86
32300,3,27.03
32301,1,66.4
32307,0,212.29
32313,1,118.02
32333,0,168.78
32341,0,146.5
32345,4,39.91
32349,3,27.93
32350,0,156.41
32353,0,228.9
32355,1,68.14
32356,1,29.86
32361,2,67.86
32364,0,239.81
32365,0,134.15
32367,0,182.8
32370,0,167.34
32373,1,32.84
32374,1,82.62
32375,0,237.79
32384,0,233.28
32385,1,153.02
32396,0,235.03
32402,2,67.86
32403,0,235.03
32413,2,67.16
32421,1,70.56
32422,3,27.4
32431,1,29.88
32435,0,181.92
32436,0,257.7
32439,1,35.65
32447,3,27.15
32451,2,30.1
32454,0,136.17
32459,0,167.42
32460,2,28.5
32461,0,130.77
32465,0,171.75
32469,1,68.19
32476,0,169.13
32477,0,128.98
32482,3,28.48
32501,0,234.08
32509,0,171.75
32514,3,13.37
32516,0,239.87
32523,3,22.45
32524,3,27.15
32527,0,238.98
32531,0,238.98
32533,0,170.65
32534,3,27.53
32538,1,68.39
32539,0,238.98
32541,0,170.65
32542,0,238.98
32544,1,68.39
32546,1,159.35
32550,2,159.45
32564,3,26.91
32567,0,168.6
32574,0,168.6
32581,1,66.67
32586,0,170.65
32593,0,170.6
32602,0,170.5
32606,2,28.48
32610,1,156.64
32621,2,27.5
32624,3,27.5
32627,0,234.08
32635,3,26.65
32638,2,161.23
32639,0,238.16
32644,0,170.6
32645,1,65.9
32646,2,30.03
32652,0,170.6
32655,2,68.23
32656,0,228.9
32658,1,66.24
32672,3,47.64
32674,0,176.49
32675,0,238.16
32682,0,170.6
32684,0,238.16
32687,0,134.16
32688,2,72.55
32693,3,31.69
32702,0,170.6
32705,0,170.6
32706,2,27.69
32718,0,240.77
32727,0,171.55
32733,0,170.91
32746,0,174.95
32753,2,157.29
32758,1,160.22
32764,0,174.95
32766,2,65.5
32768,0,129.62
32769,0,164.65
32771,1,30.12
32782,2,29.86
32785,0,170.54
32790,0,132.46
32791,0,168.39
32795,3,29.83
32796,3,32.84
32799,0,182.8
32801,0,239.71
32806,3,32.84
32811,0,233.22
32814,0,237.79
32817,1,68.04
32823,2,29.71
32825,3,32.84
32827,1,72.55
32838,1,26.81
32839,0,170.91
32840,1,30.01
32841,0,240.77
32844,1,65.24
32847,2,130.57
32848,1,65.24
32859,1,161.74
32864,1,67.86
32866,0,170.91
32867,3,28.4
32870,0,239.81
32878,0,182.8
32884,2,67.86
32885,0,238.55
32888,0,170.86
32900,1,31.12
32909,2,37.18
32918,2,156.65
32926,0,166.88
32927,0,174.97
32933,0,233.28
32938,1,70.56
32939,0,238.55
32942,3,31.7
32946,0,164.65
32950,3,31.7
32964,0,233.22
32966,2,30.03
32986,1,160.29
32994,1,65.9
33001,0,168.39
33002,1,157.3
33012,3,13.43
33015,1,65.9
33020,1,37.53
33041,0,170.65
33042,2,68.14
33050,1,193.38
33058,2,169.66
33060,1,195.21
33067,0,238.03
33078,2,30.53
33080,0,239.91
33082,1,68.35
33098,1,29.13
33104,1,28.5
33116,0,234.88
33124,0,171.75
33125,4,31.74
33126,1,30.43
33130,2,30.43
33139,0,171.46
33145,1,76.42
33157,3,28.6
33158,2,68.19
33164,0,164.89
33168,2,29.36
33169,2,38.81
33170,2,65.5
33172,0,228.9
33197,2,68.14
33201,2,65.9
33204,1,159.55
33215,0,174.97
33221,1,160.87
33222,3,39.6
33226,1,172.33
33229,0,257.7
33234,0,232.72
33237,0,181.92
33243,0,257.7
33247,2,227.61
33256,2,97.51
33259,3,39.6
33263,2,27.39
33265,0,166.88
33271,0,233.28
33273,1,31.21
33275,3,35.14
33276,2,36.9
33278,0,170.91
33279,0,170.91
33283,2,157.3
33284,4,41.28
33285,3,52.71
33297,0,176.49
33299,0,233.98
33308,1,72.55
33309,0,181.92
33311,0,148.74
33313,0,139.29
33317,0,171.09
33320,3,13.78
33328,1,68.14
33331,1,159.55
33337,3,33.76
33345,2,68.14
33347,0,170.35
33351,0,230.8
33357,0,180.94
33363,0,230.8
33366,1,31.21
33371,2,26.17
33375,3,14.0
33380,1,157.3
33382,4,103.66
33383,0,239.51
33384,0,170.97
33386,0,234.99
33391,4,12.92
33395,1,70.2
33396,0,170.97
33397,0,180.94
33398,4,31.53
33406,2,158.29
33412,0,234.99
33418,0,239.78
33419,0,170.97
33423,0,176.49
33426,3,15.04
33428,0,170.97
33438,0,128.98
33444,0,130.77
33445,1,66.81
33450,0,234.88
33451,0,171.75
33452,1,160.88
33453,3,27.92
33454,0,279.02
33460,0,131.99
33469,4,31.74
33476,0,146.09
33480,1,68.19
33488,2,34.19
33490,0,136.17
33505,0,239.91
33507,2,28.06
33508,2,29.13
33513,0,171.46
33516,0,160.11
33517,0,160.11
33519,0,132.19
33520,0,238.98
33538,0,170.65
33541,1,159.35
33554,0,168.6
33558,0,132.15
33562,0,235.2
33566,0,168.6
33571,2,26.91
33575,0,132.15
33585,0,171.09
33588,0,586.07
33595,1,64.42
33609,0,165.94
33612,0,139.1
33615,1,66.29
33619,0,171.55
33624,0,170.35
33629,2,27.69
33636,0,240.77
33639,0,130.43
33655,0,170.65
33663,0,135.78
33668,0,237.79
33678,2,30.94
33679,3,33.17
33680,4,81.86
33682,0,238.48
33685,0,167.06
33688,0,198.27
33690,0,198.27
33702,2,30.94
33703,1,76.42
33705,0,170.65
33709,0,136.97
33710,0,170.35
33713,0,170.54
33714,0,238.55
33716,0,239.71
33717,0,170.35
33719,1,155.17
33720,1,66.29
33725,1,71.0
33728,0,228.9
33731,0,230.59
33735,3,27.94
33742,2,68.23
33748,0,248.46
33752,0,230.59
33755,3,23.01
33756,2,207.43
33757,0,255.63
33766,0,237.79
33770,0,133.79
33778,0,170.91
33788,0,170.86
33789,2,68.04
33795,0,239.71
33796,0,171.55
33797,0,165.94
33809,0,170.54
33812,0,237.79
33825,1,157.3
33827,0,171.55
33828,2,66.98
33829,0,237.84
33834,0,170.86
33837,0,131.7
33848,3,14.05
33849,0,242.86
33853,0,151.27
33856,3,30.1
33860,0,169.13
33862,1,65.86
33865,0,239.91
33869,0,190.7
33870,2,30.4
33871,1,28.6
33875,1,68.19
33876,0,171.46
33879,1,28.6
33881,1,159.67
33890,2,29.36
33891,1,71.0
33897,1,29.47
33899,0,174.95
33900,2,163.09
33907,0,171.55
33911,2,155.22
33916,0,156.41
33927,0,170.54
33928,0,170.65
33930,0,174.95
33932,0,133.79
33933,3,14.43
33940,0,239.78
33948,4,13.61
33949,1,67.16
33950,1,194.75
33958,2,37.18
33961,3,17.23
33967,3,34.77
33986,0,170.65
33989,1,169.3
33993,3,37.63
33994,2,29.36
34003,0,245.42
34004,2,31.39
34012,1,37.53
34015,0,204.58
34016,1,194.66
34018,2,178.4
34020,1,76.42
34032,0,169.13
34033,2,165.47
34045,2,178.4
34046,0,265.23
34056,0,170.65
34060,2,27.69
34068,0,230.59
34069,0,131.7
34082,0,170.35
34090,0,171.55
34091,0,133.79
34093,0,246.46
34094,0,246.46
34096,0,245.42
34101,0,175.92
34103,1,37.4
34114,0,181.92
34117,2,29.88
34119,0,131.7
34125,2,160.22
34128,0,232.72
34135,0,246.46
34136,0,170.65
34150,0,168.31
34151,0,131.7
34153,2,30.94
34157,2,157.94
34159,0,231.86
34160,3,34.19
34162,0,160.11
34163,0,228.31
34179,1,76.42
34180,1,30.94
34181,3,30.49
34184,2,74.97
34188,1,159.55
34189,0,239.51
34193,0,239.51
34196,0,248.46
34205,0,232.51
34212,0,164.32
34217,0,164.32
34218,0,170.65
34225,0,173.77
34226,1,156.55
34233,3,57.43
34235,0,246.51
34243,0,255.87
34244,0,255.87
34260,1,159.67
34264,0,141.57
34273,0,175.92
34279,0,180.31
34280,0,141.52
34285,1,160.63
34295,0,176.49
34296,2,30.39
34298,4,66.55
34302,0,168.31
34305,0,232.72
34314,0,164.89
34317,3,32.12
34330,0,187.19
34331,0,149.79
34335,2,64.42
34342,0,238.98
34345,3,15.01
34350,0,238.98
34354,1,30.02
34370,1,159.45
34373,0,168.6
34394,1,67.78
34398,0,235.2
34409,0,128.98
34410,0,190.7
34412,0,166.36
34420,0,170.65
34421,1,159.55
34422,1,66.98
34424,2,31.21
34438,0,250.47
34439,3,28.09
34450,0,130.57
34452,1,68.04
34456,0,134.15
34458,1,161.74
34462,0,233.22
34468,0,164.5
34471,2,27.02
34472,0,164.5
34476,0,164.5
34480,4,25.36
34481,0,230.92
34489,1,65.5
34497,0,164.5
34506,0,164.5
34516,0,164.65
34517,1,65.5
34518,0,132.81
34524,1,154.5
34526,0,230.92
34531,0,164.5
34538,0,230.92
34548,0,239.51
34563,1,32.44
34572,0,166.88
34577,0,237.84
34578,0,176.49
34579,0,168.39
34583,2,32.07
34589,2,31.21
34590,0,180.31
34591,0,238.55
34598,2,69.25
34602,1,31.7
34603,1,70.56
34604,1,31.7
34606,3,27.57
34608,0,170.54
34611,1,76.42
34616,0,270.09
34623,0,161.09
34627,3,25.53
34633,1,27.47
34634,0,293.73
34635,0,149.79
34636,4,19.47
34639,1,153.14
34643,1,156.65
34647,0,174.97
34649,0,166.88
34652,0,233.28
34654,1,68.14
34658,0,138.39
34660,1,159.55
34667,1,31.7
34684,2,30.18
34687,2,65.9
34691,0,166.36
34698,0,228.9
34720,1,66.98
34721,3,28.0
34722,0,174.97
34725,0,176.49
34727,0,181.92
34728,2,32.44
34733,1,70.96
34736,0,134.17
34737,3,30.03
34739,0,130.43
34740,0,239.71
34752,0,170.86
34753,3,32.51
34758,0,170.5
34772,0,171.09
34775,2,28.48
34779,1,68.35
34785,1,28.48
34786,1,160.19
34792,0,167.06
34793,0,135.38
34796,0,167.06
34808,0,171.46
34811,2,30.4
34812,0,187.19
34814,1,30.94
34818,2,160.29
34828,3,13.86
34832,0,170.35
34846,0,233.98
34853,4,28.84
34868,0,170.35
34872,0,239.51
34885,1,66.24
34895,3,34.77
34898,3,108.13
34902,2,32.07
34908,1,163.09
34911,1,68.04
34913,2,27.69
34916,0,166.36
34920,3,34.19
34921,3,30.94
34926,1,178.4
34928,2,30.94
34932,0,198.27
34934,0,279.02
34935,2,78.13
34941,0,139.29
34946,0,238.03
34961,1,68.35
34965,3,28.48
34972,0,171.75
34980,0,171.75
34982,0,241.37
34999,0,146.09
35002,0,146.09
35013,1,178.4
35021,0,256.85
35024,3,32.51
35029,0,139.1
35032,0,166.88
35040,1,162.14
35046,0,170.35
35049,2,157.3
35052,0,233.98
35057,1,68.14
35060,1,168.09
35062,0,180.94
35086,1,159.55
35088,0,239.71
35091,1,64.47
35097,0,171.09
35098,0,171.75
35103,0,240.02
35104,0,240.02
35118,0,234.99
35130,1,193.38
35131,1,68.25
35139,2,30.53
35143,0,234.88
35149,0,171.75
35151,0,239.87
35153,2,68.19
35160,1,76.42
35164,3,27.92
35165,0,169.13
35189,0,170.54
35194,0,129.62
35196,0,166.88
35198,0,198.06
35204,2,167.63
35211,4,31.77
35222,0,170.35
35236,3,27.54
35237,2,29.47
35240,0,232.72
35256,3,33.76
35265,3,26.97
35269,0,211.51
35274,2,224.25
35275,0,377.87
35277,2,160.41
35279,1,34.77
35285,3,15.01
35286,0,238.98
35288,1,68.39
35289,0,170.65
35294,3,27.53
35298,0,238.98
35302,2,68.39
35304,0,170.65
35309,2,159.45
35317,1,67.78
35326,0,168.6
35333,0,235.2
35358,2,236.36
35371,2,29.86
35377,0,170.5
35378,0,170.5
35379,2,67.58
35388,3,13.78
35390,3,13.78
35395,1,68.35
35396,0,171.09
35399,1,153.14
35404,2,64.87
35406,0,171.75
35411,0,171.75
35413,0,171.75
35414,0,241.37
35432,1,67.44
35435,0,233.28
35441,0,130.43
35446,2,155.17
35451,0,177.36
35458,0,177.36
35461,1,69.99
35467,1,69.99
35470,0,177.36
35473,1,69.99
35477,0,177.36
35480,1,44.13
35484,0,177.36
35489,0,247.49
35498,0,177.36
35502,0,177.36
35504,0,247.49
35513,1,140.46
35514,0,140.46
35515,0,247.49
35518,0,177.36
35519,0,177.36
35523,1,69.99
35526,0,177.36
35528,0,177.36
35529,1,161.56
35530,2,69.99
35535,1,148.75
35538,1,157.3
35540,1,32.44
35545,2,72.72
35551,2,29.36
35554,2,67.6
35566,3,13.63
35573,0,170.65
35574,4,26.82
35581,0,169.96
35582,1,65.24
35583,0,130.57
35585,1,37.4
35588,2,134.15
35589,2,67.86
35590,3,29.86
35599,0,170.91
35604,0,170.5
35607,2,68.25
35612,1,68.25
35623,2,170.5
35630,1,236.36
35643,1,69.05
35651,3,31.69
35653,0,134.16
35656,1,65.9
35657,1,68.24
35659,0,170.65
35669,0,233.28
35681,2,47.64
35688,1,68.04
35689,2,161.23
35690,1,66.29
35698,0,134.16
35704,0,131.7
35710,0,171.55
35712,1,29.25
35719,1,161.23
35724,3,47.64
35726,0,166.88
35733,1,154.7
35740,1,154.7
35743,0,169.96
35751,0,239.81
35782,2,48.85
35790,0,279.02
35793,0,287.46
35795,2,33.44
35803,0,167.06
35805,4,81.86
35808,2,76.42
35816,0,239.78
35821,1,68.55
35828,1,68.23
35836,2,29.47
35845,1,68.24
35850,2,30.03
35853,0,238.16
35854,0,170.35
35855,0,233.28
35856,0,230.59
35858,0,171.55
35876,0,170.65
35880,1,68.55
35883,0,170.54
35902,1,32.84
35906,0,235.03
35907,0,171.55
35911,0,135.78
35912,1,159.55
35913,1,68.14
35915,0,160.11
35916,1,64.47
35920,2,26.91
35921,0,160.11
35925,1,176.12
35930,0,284.5
35941,3,16.07
35946,3,59.95
35954,2,104.3
35961,0,171.09
35962,0,131.99
35964,1,160.19
35974,2,30.34
35976,0,241.37
35979,0,190.7
35981,3,28.6
35993,0,231.86
35994,0,238.16
35995,0,170.6
35997,0,238.16
35999,0,232.69
36015,1,68.14
36017,0,238.55
36020,0,171.55
36021,2,68.55
36022,0,238.16
36024,1,159.55
36027,0,233.98
36029,3,14.52
36031,0,170.86
36034,2,67.86
36035,0,237.79
36039,0,181.92
36041,0,239.51
36042,1,172.33
36043,2,27.69
36045,0,181.92
36051,0,238.16
36054,3,26.96
36056,1,68.14
36071,1,67.86
36075,1,165.54
36079,0,172.15
36086,1,154.39
36087,1,27.97
36095,0,232.51
36106,0,146.09
36117,0,166.88
36123,1,161.23
36128,1,68.04
36130,0,239.51
36132,1,70.56
36133,2,65.9
36138,0,235.03
36144,1,76.42
36148,0,174.95
36157,0,170.6
36159,1,68.55
36160,0,164.65
36161,0,182.8
36164,1,161.23
36165,0,228.9
36176,0,132.46
36178,0,163.18
36182,2,34.2
36183,1,135.78
36192,0,235.03
36198,0,167.77
36200,2,66.27
36205,0,245.42
36210,2,29.36
36211,0,171.55
36213,0,168.78
36217,1,34.2
36219,1,177.62
36226,2,66.4
36230,0,168.78
36238,0,235.03
36242,0,169.66
36244,3,30.1
36256,1,72.55
36267,0,231.86
36274,3,27.53
36277,3,27.53
36279,0,170.65
36281,2,159.35
36283,0,170.65
36284,1,159.35
36298,0,170.65
36318,0,168.6
