id,monthly_rent
11973,53000
11983,9000
11984,28000
11986,13000
11994,24000
12001,9000
12002,20000
12010,38000
12026,24000
12030,35000
12032,15400
12035,42000
12036,28000
12037,90000
12038,8500
12042,23000
12047,11500
12053,18500
12055,14000
12059,11000
12069,22000
12070,38500
12072,11000
12074,28000
12077,10000
12082,24000
12085,7000
12091,26000
12094,32000
12096,58000
12097,22000
12108,45000
12114,45000
12119,8000
12121,25000
12122,11000
12123,45000
12124,14000
12125,5500
12135,90000
12136,24000
12141,17500
12142,14000
12143,20000
12146,15500
12151,32000
12156,18500
12158,14500
12170,9000
12171,40000
12181,42000
12188,13000
12198,20000
12203,32000
12220,8000
12226,15000
12228,25000
12232,26000
12233,16000
12234,20000
12242,21000
12244,16500
12247,30000
12250,35000
12251,25000
12252,38000
12253,9000
12257,29000
12260,35000
12262,30000
12263,29000
12269,34000
12273,6500
12275,8500
12284,18000
12300,28500
12302,18500
12303,175000
12305,6000
12310,8000
12311,12000
12314,14000
12321,30000
12322,11000
12325,8000
12326,15000
12337,14000
12340,13500
12345,35000
12347,33000
12361,5500
12370,14000
12371,80000
12375,8000
12378,30000
12382,8000
12386,8200
12389,23000
12390,70000
12393,10000
12397,13000
12403,28000
12414,7500
12419,70000
12425,22000
12427,23500
12433,10000
12434,20000
12442,19000
12451,40000
12455,25000
12459,23000
12463,28000
12470,9500
12471,7500
12472,29000
12475,100000
12482,60000
12484,18000
12487,10500
12488,27000
12492,23000
12497,11499
12500,9800
12503,28000
12504,31000
12527,80000
12535,34000
12536,38900
12543,12000
12554,8500
12556,9000
12558,21500
12563,9000
12567,55000
12570,10000
12571,7500
12574,14000
12578,11000
12581,65000
12583,20000
12586,26000
12589,10000
12590,250000
12594,18000
12601,12000
12605,75000
12610,28000
12612,28000
12620,30000
12621,16000
12623,8000
12628,16000
12633,11000
12635,11000
12639,55000
12642,100000
12645,60000
12655,42000
12657,65000
12664,50000
12667,35000
12673,45000
12675,35000
12697,16000
12699,12500
12700,5500
12703,18000
12704,15000
12724,29000
12725,204102
12726,30000
12727,35000
12728,10000
12730,15000
12733,12000
12737,15000
12748,10000
12752,27730
12762,7500
12763,45000
12764,20000
12767,23000
12771,9000
12773,30000
12779,45000
12789,28000
12796,10000
12801,45000
12811,10000
12812,15000
12826,60000
12834,45000
12835,16000
12843,35000
12844,55000
12848,42500
12855,55000
12862,11500
12872,10000
12875,15000
12879,17000
12885,13000
12887,45000
12891,50000
12894,28000
12900,150000
12902,16000
12919,52000
12920,28000
12921,35000
12922,20000
12931,17000
12937,7000
12940,55000
12941,13000
12947,22000
12956,23000
12970,10000
12972,16000
12980,225000
12983,26000
12986,40000
12991,14000
13001,12000
13004,8000
13005,30000
13015,15000
13020,50000
13023,13500
13024,30000
13028,10000
13034,26000
13049,14000
13060,16000
13062,27000
13066,13500
13070,35000
13079,7500
13080,32000
13083,10000
13085,50000
13088,28000
13096,16000
13102,17500
13105,28000
13107,30000
13108,27000
13112,32000
13115,23000
13116,11500
13126,14000
13131,16000
13136,9500
13146,10000
13150,150000
13153,55000
13158,10000
13159,35000
13169,23000
13178,14000
13181,65000
13189,8000
13192,22000
13200,160000
13202,15000
13207,21000
13214,25000
13217,31500
13221,8500
13224,12000
13226,55000
13230,60000
13235,10900
13241,18000
13250,80000
13253,31000
13261,10500
13265,12000
13276,25000
13278,25000
13282,24000
13288,45000
13300,11000
13302,10000
13313,12000
13320,65000
13321,9500
13332,25000
13336,90000
13342,12000
13344,52000
13350,115000
13353,30000
13364,18000
13367,35000
13379,11000
13381,28000
13383,12000
13394,37000
13395,18000
13398,18000
13402,30000
13403,35000
13405,13500
13406,60000
13409,14500
13418,24000
13419,13000
13421,45000
13422,10000
13426,8000
13427,60000
13431,35500
13445,25000
13457,35000
13463,73000
13466,30000
13471,24000
13474,30000
13476,70000
13481,45000
13486,8000
13491,20000
13497,29000
13504,11200
13505,13000
13512,13000
13516,12000
13517,25000
13525,150000
13526,30000
13535,60000
13545,19000
13546,40000
13547,13000
13550,85000
13552,8000
13556,40000
13562,17500
13566,45000
13568,14000
13574,11000
13578,26000
13579,22000
13587,12000
13588,15000
13591,12000
13610,20000
13612,175000
13618,40000
13633,29000
13643,26000
13647,26000
13656,35000
13663,32000
13664,19000
13666,35000
13668,18000
13670,28500
13672,8000
13673,8000
13682,28000
13688,29000
13698,20000
13704,18000
13709,15000
13719,29000
13727,22000
13732,11000
13734,25000
13745,20000
13750,19000
13753,30000
13754,6000
13758,11000
13761,11000
13763,25000
13764,10000
13768,9000
13770,35000
13776,25000
13780,36000
13785,27000
13786,20000
13789,25000
13791,30000
13792,25000
13794,35000
13803,8000
13805,30000
13810,13500
13811,24000
13812,14000
13817,25000
13818,32000
13820,27000
13824,115000
13828,70000
13830,6000
13840,32000
13843,36600
13844,130000
13846,65000
13848,12000
13852,21000
13854,22000
13861,26000
13865,20000
13868,125000
13879,18000
13881,17000
13884,12000
13885,8000
13887,9000
13889,18000
13898,28000
13900,20000
13901,41000
13902,14500
13905,19000
13907,16000
13912,28000
13916,7000
13917,24000
13923,13000
13930,15500
13932,29000
13945,12500
13957,23000
13964,10000
13966,11000
13969,23000
13971,26000
13973,18500
13987,6000
14001,25000
14009,105000
14010,28000
14012,45000
14014,28000
14019,24000
14021,19000
14025,50000
14035,9100
14044,9500
14047,9000
14048,15000
14062,45000
14068,12000
14072,55000
14094,9500
14096,100000
14098,24000
14101,28000
14103,22000
14114,20000
14117,25000
14126,22000
14139,31000
14149,6500
14154,17000
14158,33000
14163,40000
14166,10000
14176,180000
14179,50000
14185,15500
14187,10000
14189,23000
14191,32000
14194,10000
14201,60000
14204,23000
14205,40000
14207,10000
14208,16000
14212,18000
14213,25000
14227,16000
14242,60000
14244,13000
14251,28000
14258,13000
14269,18000
14278,9999
14283,10500
14289,32000
14298,9000
14301,5900
14309,12500
14320,25000
14323,40000
14327,19000
14333,15000
14334,15000
14349,28000
14353,17000
14356,12500
14371,26500
14379,50000
14388,26000
14391,12500
14392,28000
14396,18500
14409,85000
14416,23000
14421,28000
14424,50000
14426,18000
14430,17000
14436,301011
14437,12000
14438,50000
14452,17000
14459,8000
14464,10000
14469,60000
14474,24000
14478,10000
14481,13000
14482,9000
14483,9000
14506,55000
14507,11000
14512,18500
14522,10000
14524,35000
14531,8000
14532,21000
14533,65000
14541,85000
14542,25000
14544,43000
14546,33000
14550,19500
14552,9400
14555,16500
14570,15000
14580,21000
14587,10500
14590,21000
14593,18000
14596,18000
14606,32000
14613,55000
14614,80000
14618,16000
14619,7500
14623,11000
14627,17000
14628,5500
14629,36000
14647,30000
14648,18000
14653,35000
14656,30000
14671,45000
14676,17000
14683,22000
14688,50000
14694,15000
14695,21000
14696,14000
14699,30000
14706,15500
14714,6500
14724,28000
14725,35000
14728,57000
14731,80000
14732,18000
14736,14000
14744,85000
14746,24500
14748,23000
14751,27000
14752,34000
14758,27000
14759,11000
14763,174125
14766,8000
14780,12500
14792,35000
14794,50000
14797,35000
14802,23000
14807,11000
14818,17500
14821,22000
14826,25000
14828,26000
14835,10000
14838,14000
14840,30000
14842,45000
14844,80000
14846,55000
14851,32000
14856,35000
14858,7000
14860,28000
14867,31000
14880,32000
14892,12000
14900,10000
14902,140000
14906,28000
14912,11000
14919,24000
14920,69000
14922,18000
14926,21000
14939,16000
14941,30000
14946,15000
14949,32500
14950,38000
14955,32000
14966,11000
14969,26000
14974,50000
14979,25000
14984,12500
14985,12500
14988,11000
14994,12500
14995,10000
15005,12000
15011,11000
15014,40000
15016,45000
15017,11000
15021,35000
15024,80000
15025,32000
15027,24800
15029,26000
15042,43000
15055,20000
15058,39000
15059,22000
15061,8500
15063,26000
15065,40000
15066,82000
15075,21000
15078,65000
15079,15000
15083,18000
15087,12000
15096,50000
15097,12000
15103,30000
15112,69000
15116,16500
15118,50000
15119,28000
15122,12000
15124,36000
15134,20000
15137,60000
15150,45000
15153,26000
15159,6500
15165,125000
15167,60000
15171,16000
15182,20000
15187,21000
15188,11000
15190,22000
15191,90000
15202,12000
15203,28000
15204,19000
15213,20000
15214,100000
15237,175000
15238,35000
15239,9500
15242,8000
15243,17500
15244,10000
15246,85000
15253,14000
15256,25500
15259,13500
15274,12000
15281,100000
15282,35000
15284,30000
15285,9000
15298,11000
15306,22000
15310,26000
15311,9000
15321,27000
15324,43000
15327,9000
15338,18000
15340,80000
15351,28000
15352,45000
15358,18000
15365,27000
15370,15000
15372,23000
15382,22000
15391,35000
15403,34000
15406,19000
15412,9000
15419,15000
15432,45000
15445,13000
15448,14500
15450,17000
15451,11500
15467,22000
15469,25000
15474,28000
15484,8500
15499,40000
15500,23000
15503,25000
15506,24000
15512,41000
15516,24000
15524,11000
15526,6000
15547,13000
15557,33000
15559,100000
15562,30000
15571,10000
15572,30000
15573,13000
15574,14000
15583,16000
15584,30000
15588,14000
15589,24000
15599,8500
15603,12000
15615,30000
15620,6500
15624,15000
15631,10000
15638,19000
15641,38000
15656,24000
15664,20000
15679,7000
15689,65000
15700,13000
15702,130000
15704,13000
15716,18000
15718,35000
15719,20000
15733,14000
15734,10500
15736,72000
15743,32000
15745,25000
15757,13000
15758,22000
15782,20000
15784,50000
15785,12500
15791,30000
15792,14500
15798,7500
15804,29000
15806,25000
15809,10000
15812,7000
15814,26000
15816,105000
15822,9000
15833,11000
15835,29500
15841,9000
15844,20000
15853,13500
15857,30000
15858,120000
15866,42000
15868,14000
15870,12000
15874,31000
15878,26000
15879,21000
15882,18000
15889,5999
15890,19000
15893,25000
15901,8500
15904,28000
15911,30000
15912,36000
15918,26000
15929,16000
15937,35000
15940,45000
15942,18000
15947,19000
15954,21000
15955,20000
15957,35000
15964,14000
15967,9500
15972,12000
15973,37000
15974,45000
15979,32000
16008,8900
16010,20000
16028,28000
16030,12000
16039,24000
16045,35000
16057,35000
16061,27000
16064,20000
16072,18500
16080,16000
16083,40000
16091,40000
16092,19000
16095,14000
16096,11000
16100,24000
16109,6500
16110,8000
16116,15000
16119,10000
16122,18000
16135,18000
16145,125000
16147,12000
16148,25000
16151,20000
16152,35000
16154,15000
16158,12000
16163,27000
16166,8600
16167,18000
16171,30000
16172,12000
16185,12000
16195,19000
16200,90000
16201,18000
16202,12500
16209,45000
16215,30000
16216,34000
16224,13000
16226,28000
16231,18000
16233,27000
16235,9200
16244,12000
16249,45000
16256,20000
16266,25000
16271,26000
16279,16000
16286,65000
16288,11000
16291,25500
16292,12000
16295,180000
16298,17000
16303,30000
16307,30000
16310,23000
16312,45000
16317,20000
16319,8000
16320,60000
16323,75000
16328,13500
16337,20000
16340,30000
16341,32000
16349,50000
16352,7500
16358,35000
16359,31000
16368,20000
16370,30000
16371,30000
16373,15000
16375,32000
16378,16000
16380,27000
16381,19000
16395,32000
16400,8000
16401,45000
16406,17000
16419,11000
16421,7000
16429,15000
16434,12400
16445,23000
16446,22000
16448,12500
16456,80000
16457,9000
16461,20000
16469,70000
16476,12000
16478,47000
16482,22000
16488,9500
16501,25000
16502,90000
16507,10000
16514,22000
16515,25000
16517,18000
16523,15000
16529,10000
16533,7500
16536,22000
16539,25000
16543,20000
16547,26000
16555,22000
16557,23000
16558,10000
16562,10000
16563,12000
16567,16000
16571,65000
16577,55000
16587,19500
16593,26000
16594,45000
16603,19000
16610,48000
16638,20000
16639,17000
16648,20000
16659,14000
16661,20000
16663,28000
16667,36000
16673,32500
16676,23000
16692,32000
16697,30000
16706,20000
16713,13000
16715,37000
16719,13000
16725,25000
16730,40000
16732,10000
16737,15000
16743,45000
16744,24000
16757,70000
16761,14000
16762,10000
16768,35000
16772,70000
16789,46500
16795,27000
16797,36000
16799,80000
16809,6500
16814,210000
16819,12600
16824,22000
16837,42500
16838,45000
16839,32000
16841,45000
16857,200000
16858,32000
16863,20000
16870,40000
16874,10000
16875,22000
16878,10000
16879,25000
16881,19000
16885,45000
16901,47000
16903,35000
16911,30000
16913,30000
16914,22500
16915,22000
16920,13000
16923,60000
16934,14500
16935,20000
16952,9000
16953,9800
16956,15000
16967,110000
16972,19000
16986,45000
16988,50000
16991,13000
16995,40000
17000,15000
17003,100000
17005,16000
17007,15000
17009,12000
17012,45000
17015,35000
17019,28000
17027,15000
17032,28000
17044,55000
17045,25000
17051,40000
17052,16000
17054,33500
17062,45000
17068,16500
17070,25000
17077,22000
17078,19000
17081,26000
17083,21000
17084,10000
17085,10500
17086,34000
17087,15000
17089,20000
17090,15500
17092,16000
17106,30000
17116,40000
17119,50000
17130,25000
17135,5500
17139,23000
17143,9500
17146,38000
17151,75000
17155,52000
17161,11000
17163,20000
17164,13500
17167,210000
17171,24000
17172,19000
17173,65000
17174,15000
17182,40000
17186,15000
17190,13000
17195,15000
17197,27000
17199,75000
17201,8000
17205,11000
17206,21000
17208,25000
17215,8500
17223,11500
17229,16000
17232,24000
17234,13000
17235,35000
17237,26000
17239,24000
17243,42000
17245,28000
17249,14000
17267,36000
17268,28500
17274,35000
17275,18000
17278,23000
17279,22000
17283,33000
17288,30000
17290,15000
17294,100000
17295,16000
17296,16000
17310,12000
17319,36000
17320,50000
17321,28000
17322,18000
17324,17000
17325,25000
17336,16000
17337,33000
17338,29000
17341,37000
17348,32000
17362,7500
17368,15000
17376,30000
17378,30000
17383,10000
17395,8500
17400,20000
17406,65000
17419,17000
17426,150000
17431,10800
17435,22000
17437,235615
17440,12000
17448,60000
17458,16000
17463,10000
17468,20000
17470,120000
17471,37000
17472,20000
17479,20000
17481,20000
17487,30000
17488,11000
17491,18000
17504,15200
17505,10000
17510,65000
17511,32000
17513,45000
17518,31000
17521,20000
17524,17000
17528,45000
17531,45000
17532,9200
17533,38000
17537,19000
17539,19000
17540,14000
17553,14000
17556,40000
17563,140000
17567,32000
17568,12000
17576,6500
17579,6500
17580,35000
17584,20000
17587,100000
17591,18000
17592,50000
17594,10000
17598,26000
17605,15000
17617,29000
17619,31000
17622,40000
17633,18000
17634,43000
17647,8500
17650,30000
17660,29000
17662,8000
17672,11000
17674,18000
17676,15500
17682,35000
17688,22000
17695,100000
17701,28000
17703,13000
17711,15000
17713,20000
17716,25000
17717,11000
17721,80000
17724,15000
17726,15000
17740,15000
