id,zone_1_power
45342,35993.84615
45343,35624.61538
45344,35464.61538
45345,35304.61538
45346,35083.07692
45347,34904.61538
45348,34461.53846
45349,34086.15385
45350,33476.92308
45351,32990.76923
45352,32338.46154
45353,31796.92308
45354,31329.23077
45355,30560.0
45356,29870.76923
45357,29236.92308
45358,28492.30769
45359,27907.69231
45360,27261.53846
45361,26744.61538
45362,26018.46154
45363,25673.84615
45364,25366.15385
45365,24849.23077
45366,24418.46154
45367,24209.23077
45368,24080.0
45369,23710.76923
45370,23421.53846
45371,23083.07692
45372,22867.69231
45373,22615.38462
45374,22443.07692
45375,22233.84615
45376,22160.0
45377,21895.38462
45378,21858.46154
45379,21852.30769
45380,21895.38462
45381,21618.46154
45382,21618.46154
45383,21563.07692
45384,21310.76923
45385,21249.23077
45386,21378.46154
45387,21169.23077
45388,21156.92308
45389,21470.76923
45390,21452.30769
45391,21821.53846
45392,22436.92308
45393,22529.23077
45394,22104.61538
45395,21883.07692
45396,21753.84615
45397,21341.53846
45398,20344.61538
45399,19495.38462
45400,18855.38462
45401,18400.0
45402,18523.07692
45403,18664.61538
45404,18769.23077
45405,18707.69231
45406,18658.46154
45407,18873.84615
45408,19587.69231
45409,19852.30769
45410,19981.53846
45411,20510.76923
45412,21101.53846
45413,21569.23077
45414,22012.30769
45415,22196.92308
45416,22787.69231
45417,23483.07692
45418,23809.23077
45419,24221.53846
45420,24621.53846
45421,24916.92308
45422,25944.61538
45423,26584.61538
45424,27218.46154
45425,27403.07692
45426,27606.15385
45427,26904.61538
45428,27495.38462
45429,27427.69231
45430,28258.46154
45431,28356.92308
45432,28363.07692
45433,28738.46154
45434,28652.30769
45435,28560.0
45436,29052.30769
45437,29163.07692
45438,29200.0
45439,28910.76923
45440,29126.15385
45441,29273.84615
45442,29366.15385
45443,29101.53846
45444,28947.69231
45445,28929.23077
45446,28824.61538
45447,28436.92308
45448,28289.23077
45449,28252.30769
45450,28313.84615
45451,28203.07692
45452,28400.0
45453,28055.38462
45454,27796.92308
45455,27544.61538
45456,27587.69231
45457,27489.23077
45458,27255.38462
45459,27169.23077
45460,27261.53846
45461,27107.69231
45462,27378.46154
45463,28609.23077
45464,30898.46154
45465,34061.53846
45466,35600.0
45467,36252.30769
45468,36455.38462
45469,36584.61538
45470,36664.61538
45471,36572.30769
45472,36615.38462
45473,36781.53846
45474,36787.69231
45475,36972.30769
45476,36929.23077
45477,36953.84615
45478,36787.69231
45479,36898.46154
45480,36713.84615
45481,36529.23077
45482,36424.61538
45483,36209.23077
45484,36166.15385
45485,36147.69231
45486,35661.53846
45487,35243.07692
45488,34861.53846
45489,34412.30769
45490,34080.0
45491,33778.46154
45492,33532.30769
45493,32978.46154
45494,32627.69231
45495,32123.07692
45496,31710.76923
45497,31095.38462
45498,30203.07692
45499,29636.92308
45500,29046.15385
45501,28449.23077
45502,27901.53846
45503,27390.76923
45504,26818.46154
45505,26307.69231
45506,25520.0
45507,25169.23077
45508,24960.0
45509,24855.38462
45510,24541.53846
45511,24104.61538
45512,23729.23077
45513,23575.38462
45514,23304.61538
45515,22880.0
45516,22664.61538
45517,22467.69231
45518,22516.92308
45519,22430.76923
45520,22036.92308
45521,22012.30769
45522,21876.92308
45523,21803.07692
45524,21507.69231
45525,21298.46154
45526,21538.46154
45527,21563.07692
45528,21476.92308
45529,21618.46154
45530,21784.61538
45531,21883.07692
45532,21993.84615
45533,22073.84615
45534,22246.15385
45535,22516.92308
45536,23224.61538
45537,23070.76923
45538,22553.84615
45539,22295.38462
45540,22129.23077
45541,21938.46154
45542,21150.76923
45543,20289.23077
45544,19753.84615
45545,19520.0
45546,19680.0
45547,20320.0
45548,20535.38462
45549,20830.76923
45550,21107.69231
45551,21187.69231
45552,22547.69231
45553,23378.46154
45554,23969.23077
45555,24307.69231
45556,24996.92308
45557,25440.0
45558,25993.84615
45559,26683.07692
45560,27692.30769
45561,28178.46154
45562,28824.61538
45563,29396.92308
45564,29846.15385
45565,29753.84615
45566,29987.69231
45567,30178.46154
45568,31009.23077
45569,31267.69231
45570,31452.30769
45571,31870.76923
45572,32073.84615
45573,32036.92308
45574,32043.07692
45575,32350.76923
45576,32430.76923
45577,32535.38462
45578,32313.84615
45579,32504.61538
45580,32603.07692
45581,32473.84615
45582,32160.0
45583,32418.46154
45584,32227.69231
45585,32098.46154
45586,31932.30769
45587,31655.38462
45588,31286.15385
45589,31538.46154
45590,31526.15385
45591,31458.46154
45592,31600.0
45593,31716.92308
45594,31169.23077
45595,31058.46154
45596,31076.92308
45597,31230.76923
45598,30830.76923
45599,30443.07692
45600,30344.61538
45601,30209.23077
45602,30510.76923
45603,30640.0
45604,30781.53846
45605,31163.07692
45606,31901.53846
45607,33009.23077
45608,34756.92308
45609,37907.69231
45610,39076.92308
45611,39076.92308
45612,39064.61538
45613,38984.61538
45614,38818.46154
45615,38812.30769
45616,38824.61538
45617,38547.69231
45618,38516.92308
45619,38621.53846
45620,38615.38462
45621,38467.69231
45622,38258.46154
45623,38196.92308
45624,38227.69231
45625,38153.84615
45626,37833.84615
45627,37483.07692
45628,37230.76923
45629,37064.61538
45630,36676.92308
45631,36486.15385
45632,36030.76923
45633,35667.69231
45634,35046.15385
45635,34590.76923
45636,34313.84615
45637,34190.76923
45638,33636.92308
45639,32978.46154
45640,32203.07692
45641,31298.46154
45642,30787.69231
45643,29963.07692
45644,29236.92308
45645,28664.61538
45646,28104.61538
45647,27686.15385
45648,26947.69231
45649,26326.15385
45650,25987.69231
45651,25452.30769
45652,24898.46154
45653,24147.69231
45654,23846.15385
45655,23649.23077
45656,23366.15385
45657,22947.69231
45658,22775.38462
45659,22646.15385
45660,22596.92308
45661,22430.76923
45662,22295.38462
45663,21956.92308
45664,21827.69231
45665,21858.46154
45666,22166.15385
45667,21950.76923
45668,21858.46154
45669,21673.84615
45670,21526.15385
45671,21624.61538
45672,21556.92308
45673,21606.15385
45674,21686.15385
45675,21716.92308
45676,21643.07692
45677,21630.76923
45678,21661.53846
45679,21870.76923
45680,22713.84615
45681,23003.07692
45682,22658.46154
45683,22449.23077
45684,22356.92308
45685,22012.30769
45686,21243.07692
45687,20412.30769
45688,19784.61538
45689,19821.53846
45690,20018.46154
45691,20160.0
45692,20504.61538
45693,21187.69231
45694,21378.46154
45695,21513.84615
45696,22510.76923
45697,23440.0
45698,24043.07692
45699,24000.0
45700,24640.0
45701,24984.61538
45702,25630.76923
45703,26221.53846
45704,26781.53846
45705,27563.07692
45706,28504.61538
45707,26916.92308
45708,27920.0
45709,28153.84615
45710,28098.46154
45711,28972.30769
45712,29440.0
45713,30960.0
45714,30904.61538
45715,31144.61538
45716,31396.92308
45717,31649.23077
45718,31858.46154
45719,31895.38462
45720,31766.15385
45721,31815.38462
45722,31772.30769
45723,31840.0
45724,32172.30769
45725,32067.69231
45726,31710.76923
45727,32024.61538
45728,32332.30769
45729,32098.46154
45730,32030.76923
45731,31895.38462
45732,31833.84615
45733,31963.07692
45734,32036.92308
45735,32104.61538
45736,32006.15385
45737,31969.23077
45738,31729.23077
45739,31495.38462
45740,31347.69231
45741,31101.53846
45742,31113.84615
45743,30793.84615
45744,30320.0
45745,30227.69231
45746,30326.15385
45747,30375.38462
45748,30806.15385
45749,31360.0
45750,31981.53846
45751,32892.30769
45752,35009.23077
45753,38270.76923
45754,39692.30769
45755,39760.0
45756,39581.53846
45757,39520.0
45758,39187.69231
45759,39089.23077
45760,39304.61538
45761,38935.38462
45762,39095.38462
45763,39329.23077
45764,39021.53846
45765,38787.69231
45766,38160.0
45767,38098.46154
45768,37895.38462
45769,38030.76923
45770,38123.07692
45771,37624.61538
45772,37329.23077
45773,36916.92308
45774,36436.92308
45775,36400.0
45776,36356.92308
45777,35784.61538
45778,35273.84615
45779,34849.23077
45780,34492.30769
45781,34178.46154
45782,33710.76923
45783,32806.15385
45784,32276.92308
45785,31556.92308
45786,31040.0
45787,30227.69231
45788,29353.84615
45789,28510.76923
45790,28166.15385
45791,27538.46154
45792,27033.84615
45793,26516.92308
45794,26141.53846
45795,25747.69231
45796,25390.76923
45797,24947.69231
45798,24523.07692
45799,24313.84615
45800,24018.46154
45801,23760.0
45802,23606.15385
45803,23267.69231
45804,23230.76923
45805,22849.23077
45806,22566.15385
45807,22449.23077
45808,22295.38462
45809,22135.38462
45810,22018.46154
45811,21987.69231
45812,21889.23077
45813,21680.0
45814,21606.15385
45815,21507.69231
45816,21556.92308
45817,21600.0
45818,21821.53846
45819,21840.0
45820,21993.84615
45821,22049.23077
45822,21963.07692
45823,22203.07692
45824,23163.07692
45825,23360.0
45826,23040.0
45827,22701.53846
45828,22787.69231
45829,22750.76923
45830,21772.30769
45831,20578.46154
45832,19704.61538
45833,19304.61538
45834,19556.92308
45835,20012.30769
45836,20523.07692
45837,20935.38462
45838,21329.23077
45839,22036.92308
45840,23156.92308
45841,23846.15385
45842,24424.61538
45843,24990.76923
45844,25396.92308
45845,24849.23077
45846,26301.53846
45847,27107.69231
45848,27833.84615
45849,28418.46154
45850,28713.84615
45851,29255.38462
45852,29630.76923
45853,29643.07692
45854,30461.53846
45855,30701.53846
45856,30892.30769
45857,31113.84615
45858,31643.07692
45859,31827.69231
45860,31987.69231
45861,32221.53846
45862,32344.61538
45863,33680.0
45864,34824.61538
45865,35360.0
45866,34012.30769
45867,34123.07692
45868,34313.84615
45869,34196.92308
45870,34375.38462
45871,34307.69231
45872,34332.30769
45873,34283.07692
45874,34055.38462
45875,33870.76923
45876,33895.38462
45877,34092.30769
45878,33993.84615
45879,33950.76923
45880,33901.53846
45881,33680.0
45882,33680.0
45883,33083.07692
45884,32880.0
45885,32670.76923
45886,31212.30769
45887,30535.38462
45888,30516.92308
45889,30541.53846
45890,30461.53846
45891,30166.15385
45892,30640.0
45893,31230.76923
45894,32141.53846
45895,33495.38462
45896,35390.76923
45897,38547.69231
45898,39273.84615
45899,39335.38462
45900,39255.38462
45901,39304.61538
45902,39544.61538
45903,39544.61538
45904,39329.23077
45905,39433.84615
45906,39415.38462
45907,39249.23077
45908,38769.23077
45909,38436.92308
45910,38233.84615
45911,38104.61538
45912,38043.07692
45913,38270.76923
45914,37956.92308
45915,37661.53846
45916,37760.0
45917,37335.38462
45918,36652.30769
45919,36301.53846
45920,36147.69231
45921,35852.30769
45922,35341.53846
45923,34886.15385
45924,34535.38462
45925,33969.23077
45926,33581.53846
45927,33716.92308
45928,33606.15385
45929,33120.0
45930,32424.61538
45931,31846.15385
45932,30953.84615
45933,30387.69231
45934,29950.76923
45935,29409.23077
45936,28683.07692
45937,27790.76923
45938,27181.53846
45939,26836.92308
45940,26289.23077
45941,26086.15385
45942,25889.23077
45943,25550.76923
45944,25273.84615
45945,25033.84615
45946,24652.30769
45947,24603.07692
45948,24418.46154
45949,24412.30769
45950,24135.38462
45951,23883.07692
45952,23735.38462
45953,23507.69231
45954,23181.53846
45955,23095.38462
45956,23150.76923
45957,23027.69231
45958,23015.38462
45959,23144.61538
45960,23218.46154
45961,23310.76923
45962,23187.69231
45963,23304.61538
45964,23458.46154
45965,23107.69231
45966,23255.38462
45967,23236.92308
45968,23901.53846
45969,24166.15385
45970,23852.30769
45971,23815.38462
45972,23969.23077
45973,23710.76923
45974,23058.46154
45975,22036.92308
45976,20978.46154
45977,20898.46154
45978,20923.07692
45979,20923.07692
45980,20898.46154
45981,21384.61538
45982,21661.53846
45983,22092.30769
45984,23200.0
45985,24135.38462
45986,24658.46154
45987,25310.76923
45988,25796.92308
45989,26338.46154
45990,26683.07692
45991,27483.07692
45992,27852.30769
45993,28320.0
45994,29193.84615
45995,29550.76923
45996,30196.92308
45997,30646.15385
45998,30916.92308
45999,31255.38462
46000,32061.53846
46001,32498.46154
46002,32960.0
46003,33058.46154
46004,33366.15385
46005,33396.92308
46006,33390.76923
46007,33704.61538
46008,33920.0
46009,33452.30769
46010,33476.92308
46011,33366.15385
46012,33390.76923
46013,33101.53846
46014,33009.23077
46015,33255.38462
46016,33273.84615
46017,33193.84615
46018,33120.0
46019,32775.38462
46020,33058.46154
46021,33150.76923
46022,33156.92308
46023,33126.15385
46024,31538.46154
46025,32369.23077
46026,33341.53846
46027,32886.15385
46028,32695.38462
46029,32486.15385
46030,32363.07692
46031,32320.0
46032,31987.69231
46033,31716.92308
46034,30480.0
46035,30720.0
46036,30824.61538
46037,31015.38462
46038,31452.30769
46039,32990.76923
46040,35187.69231
46041,38203.07692
46042,39396.92308
46043,39581.53846
46044,39015.38462
46045,39261.53846
46046,39083.07692
46047,38824.61538
46048,38726.15385
46049,38812.30769
46050,38916.92308
46051,38750.76923
46052,38584.61538
46053,38356.92308
46054,38018.46154
46055,37950.76923
46056,37698.46154
46057,38086.15385
46058,38178.46154
46059,38043.07692
46060,37815.38462
46061,37655.38462
46062,37033.84615
46063,36763.07692
46064,36461.53846
46065,35876.92308
46066,35120.0
46067,34843.07692
46068,34406.15385
46069,34135.38462
46070,33815.38462
46071,33273.84615
46072,32701.53846
46073,32153.84615
46074,31421.53846
46075,30609.23077
46076,30203.07692
46077,29520.0
46078,28843.07692
46079,28116.92308
46080,27433.84615
46081,26689.23077
46082,26215.38462
46083,25827.69231
46084,25193.84615
46085,25064.61538
46086,24756.92308
46087,24449.23077
46088,24246.15385
46089,23889.23077
46090,23575.38462
46091,23347.69231
46092,23224.61538
46093,23021.53846
46094,22584.61538
46095,22633.84615
46096,22473.84615
46097,22646.15385
46098,22504.61538
46099,22541.53846
46100,22436.92308
46101,22270.76923
46102,22030.76923
46103,21840.0
46104,21920.0
46105,21987.69231
46106,21858.46154
46107,21858.46154
46108,21889.23077
46109,22043.07692
46110,22086.15385
46111,22264.61538
46112,22990.76923
46113,23483.07692
46114,23107.69231
46115,22972.30769
46116,23224.61538
46117,23076.92308
46118,22135.38462
46119,21101.53846
46120,20098.46154
46121,19741.53846
46122,19827.69231
46123,19809.23077
46124,20012.30769
46125,20443.07692
46126,20695.38462
46127,20923.07692
46128,21784.61538
46129,22516.92308
46130,23120.0
46131,23710.76923
46132,24295.38462
46133,24701.53846
46134,25181.53846
46135,25938.46154
46136,26529.23077
46137,27027.69231
46138,27649.23077
46139,28221.53846
46140,28676.92308
46141,29335.38462
46142,29815.38462
46143,30276.92308
46144,29920.0
46145,30313.84615
46146,30486.15385
46147,30910.76923
46148,31433.84615
46149,31729.23077
46150,31686.15385
46151,31316.92308
46152,30732.30769
46153,30067.69231
46154,29366.15385
46155,29009.23077
46156,29033.84615
46157,29440.0
46158,29667.69231
46159,30363.07692
46160,30461.53846
46161,30603.07692
46162,30252.30769
46163,30209.23077
46164,30455.38462
46165,30215.38462
46166,30215.38462
46167,30412.30769
46168,30369.23077
46169,30418.46154
46170,29926.15385
46171,30258.46154
46172,29876.92308
46173,30036.92308
46174,29790.76923
46175,29544.61538
46176,29876.92308
46177,29883.07692
46178,29686.15385
46179,29716.92308
46180,29809.23077
46181,30363.07692
46182,30910.76923
46183,32246.15385
46184,34560.0
46185,36916.92308
46186,37803.07692
46187,38049.23077
46188,38178.46154
46189,38504.61538
46190,38596.92308
46191,38455.38462
46192,38344.61538
46193,38215.38462
46194,38129.23077
46195,38233.84615
46196,37796.92308
46197,37729.23077
46198,37212.30769
46199,37390.76923
46200,37156.92308
46201,37323.07692
46202,37458.46154
46203,37329.23077
46204,37169.23077
46205,36720.0
46206,36412.30769
46207,35969.23077
46208,35581.53846
46209,35230.76923
46210,34492.30769
46211,34326.15385
46212,34104.61538
46213,33766.15385
46214,33310.76923
46215,33003.07692
46216,32116.92308
46217,31483.07692
46218,31113.84615
46219,30449.23077
46220,29618.46154
46221,28892.30769
46222,28086.15385
46223,27581.53846
46224,26800.0
46225,26498.46154
46226,26332.30769
46227,25673.84615
46228,24996.92308
46229,24498.46154
46230,24258.46154
46231,23901.53846
46232,23630.76923
46233,23267.69231
46234,23144.61538
46235,23101.53846
46236,22898.46154
46237,22756.92308
46238,22449.23077
46239,22086.15385
46240,22178.46154
46241,21913.84615
46242,21840.0
46243,21772.30769
46244,21821.53846
46245,21963.07692
46246,22073.84615
46247,22012.30769
46248,22055.38462
46249,21932.30769
46250,21870.76923
46251,21796.92308
46252,21796.92308
46253,21723.07692
46254,22030.76923
46255,22203.07692
46256,22978.46154
46257,23421.53846
46258,23027.69231
46259,22609.23077
46260,22615.38462
46261,22387.69231
46262,21815.38462
46263,20609.23077
46264,19427.69231
46265,18886.15385
46266,19046.15385
46267,19520.0
46268,19563.07692
46269,19821.53846
46270,20012.30769
46271,19944.61538
46272,20664.61538
46273,21064.61538
46274,21150.76923
46275,21766.15385
46276,22246.15385
46277,22621.53846
46278,23236.92308
46279,24116.92308
46280,24516.92308
46281,25107.69231
46282,25667.69231
46283,26252.30769
46284,26584.61538
46285,27169.23077
46286,27686.15385
46287,28289.23077
46288,28621.53846
46289,29132.30769
46290,29421.53846
46291,29569.23077
46292,29796.92308
46293,30196.92308
46294,30412.30769
46295,29747.69231
46296,30553.84615
46297,30916.92308
46298,30707.69231
46299,30880.0
46300,30880.0
46301,30984.61538
46302,31052.30769
46303,31107.69231
46304,31273.84615
46305,31353.84615
46306,31230.76923
46307,31156.92308
46308,30886.15385
46309,30787.69231
46310,30633.84615
46311,30215.38462
46312,30252.30769
46313,29858.46154
46314,29833.84615
46315,29587.69231
46316,29415.38462
46317,28935.38462
46318,28916.92308
46319,28941.53846
46320,28929.23077
46321,28892.30769
46322,28978.46154
46323,29107.69231
46324,29476.92308
46325,29778.46154
46326,30750.76923
46327,32252.30769
46328,34393.84615
46329,37304.61538
46330,38147.69231
46331,38283.07692
46332,38387.69231
46333,38873.84615
46334,38787.69231
46335,38461.53846
46336,38590.76923
46337,38566.15385
46338,38307.69231
46339,38430.76923
46340,38461.53846
46341,38184.61538
46342,38000.0
46343,37846.15385
46344,37612.30769
46345,36043.07692
46346,36473.84615
46347,35784.61538
46348,35975.38462
46349,36578.46154
46350,36233.84615
46351,35876.92308
46352,35575.38462
46353,35366.15385
46354,35095.38462
46355,35058.46154
46356,35058.46154
46357,34553.84615
46358,33803.07692
46359,33163.07692
46360,32670.76923
46361,32141.53846
46362,31243.07692
46363,30560.0
46364,29593.84615
46365,29033.84615
46366,28572.30769
46367,27821.53846
46368,27520.0
46369,26763.07692
46370,26067.69231
46371,25113.84615
46372,24910.76923
46373,24504.61538
46374,24055.38462
46375,23796.92308
46376,23440.0
46377,23261.53846
46378,22953.84615
46379,22701.53846
46380,22258.46154
46381,22153.84615
46382,22006.15385
46383,21944.61538
46384,21833.84615
46385,21790.76923
46386,21649.23077
46387,21636.92308
46388,21735.38462
46389,21624.61538
46390,21489.23077
46391,21526.15385
46392,21396.92308
46393,21360.0
46394,21169.23077
46395,20984.61538
46396,20990.76923
46397,21027.69231
46398,21316.92308
46399,21452.30769
46400,21778.46154
46401,22449.23077
46402,22129.23077
46403,21852.30769
46404,21766.15385
46405,21692.30769
46406,21040.0
46407,19876.92308
46408,18880.0
46409,18590.76923
46410,18596.92308
46411,18701.53846
46412,19052.30769
46413,19255.38462
46414,19304.61538
46415,19556.92308
46416,19790.76923
46417,20227.69231
46418,20793.84615
46419,20972.30769
46420,21323.07692
46421,21378.46154
46422,22633.84615
46423,23156.92308
46424,23655.38462
46425,24184.61538
46426,24498.46154
46427,24855.38462
46428,25624.61538
46429,26178.46154
46430,26627.69231
46431,27015.38462
46432,27181.53846
46433,27643.07692
46434,28233.84615
46435,28806.15385
46436,29076.92308
46437,29316.92308
46438,29403.07692
46439,29636.92308
46440,29292.30769
46441,29538.46154
46442,29403.07692
46443,29249.23077
46444,29347.69231
46445,29483.07692
46446,29630.76923
46447,29575.38462
46448,29550.76923
46449,29612.30769
46450,29618.46154
46451,29193.84615
46452,28800.0
46453,28701.53846
46454,28658.46154
46455,28664.61538
46456,28504.61538
46457,28270.76923
46458,27920.0
46459,27846.15385
46460,27636.92308
46461,27280.0
46462,27310.76923
46463,27267.69231
46464,27249.23077
46465,27126.15385
46466,27076.92308
46467,26264.61538
46468,25950.76923
46469,26504.61538
46470,28209.23077
46471,28689.23077
46472,31040.0
46473,33735.38462
46474,34486.15385
46475,36240.0
46476,36775.38462
46477,36670.76923
46478,36652.30769
46479,36713.84615
46480,36695.38462
46481,36793.84615
46482,36947.69231
46483,37076.92308
46484,37107.69231
46485,37323.07692
46486,37655.38462
46487,37316.92308
46488,37107.69231
46489,37156.92308
46490,37021.53846
46491,36812.30769
46492,36756.92308
46493,36467.69231
46494,36221.53846
46495,35649.23077
46496,35236.92308
46497,34836.92308
46498,34233.84615
46499,34338.46154
46500,34443.07692
46501,33661.53846
46502,32707.69231
46503,32067.69231
46504,31544.61538
46505,30824.61538
46506,30190.76923
46507,29636.92308
46508,28990.76923
46509,28529.23077
46510,27729.23077
46511,27107.69231
46512,26276.92308
46513,25796.92308
46514,25384.61538
46515,24892.30769
46516,24683.07692
46517,24221.53846
46518,24098.46154
46519,23907.69231
46520,23649.23077
46521,23427.69231
46522,23286.15385
46523,23089.23077
46524,22713.84615
46525,22196.92308
46526,22116.92308
46527,22092.30769
46528,22073.84615
46529,21907.69231
46530,21883.07692
46531,21950.76923
46532,21864.61538
46533,21747.69231
46534,21686.15385
46535,21686.15385
46536,21827.69231
46537,21698.46154
46538,21692.30769
46539,21815.38462
46540,21913.84615
46541,21944.61538
46542,22098.46154
46543,22006.15385
46544,22670.76923
46545,23390.76923
46546,23212.30769
46547,22633.84615
46548,22738.46154
46549,23132.30769
46550,22338.46154
46551,21864.61538
46552,21360.0
46553,20683.07692
46554,20873.84615
46555,22123.07692
46556,22726.15385
46557,19864.61538
46558,17483.07692
46559,18086.15385
46560,19046.15385
46561,20240.0
46562,20726.15385
46563,21243.07692
46564,21661.53846
46565,22012.30769
46566,22818.46154
46567,23064.61538
46568,24584.61538
46569,25833.84615
46570,27076.92308
46571,27206.15385
46572,27636.92308
46573,28406.15385
46574,29009.23077
46575,29421.53846
46576,29427.69231
46577,30720.0
46578,30664.61538
46579,31390.76923
46580,31753.84615
46581,31809.23077
46582,31883.07692
46583,32049.23077
46584,31956.92308
46585,32160.0
46586,32246.15385
46587,32621.53846
46588,32596.92308
46589,32412.30769
46590,32141.53846
46591,32104.61538
46592,31981.53846
46593,31889.23077
46594,31421.53846
46595,31181.53846
46596,31181.53846
46597,31193.84615
46598,31003.07692
46599,30996.92308
46600,30990.76923
46601,31156.92308
46602,30689.23077
46603,30356.92308
46604,30412.30769
46605,30147.69231
46606,30252.30769
46607,30196.92308
46608,30067.69231
46609,30196.92308
46610,30246.15385
46611,30652.30769
46612,31076.92308
46613,31452.30769
46614,32116.92308
46615,33403.07692
46616,36030.76923
46617,38898.46154
46618,39840.0
46619,40523.07692
46620,40689.23077
46621,40523.07692
46622,40418.46154
46623,40363.07692
46624,40030.76923
46625,40141.53846
46626,39944.61538
46627,39969.23077
46628,39876.92308
46629,39513.84615
46630,39243.07692
46631,38873.84615
46632,38633.84615
46633,39021.53846
46634,38892.30769
46635,38775.38462
46636,38560.0
46637,38295.38462
46638,37975.38462
46639,37606.15385
46640,37076.92308
46641,36270.76923
46642,35193.84615
46643,35064.61538
46644,34707.69231
46645,34209.23077
46646,33809.23077
46647,33089.23077
46648,32473.84615
46649,31686.15385
46650,30769.23077
46651,30030.76923
46652,29200.0
46653,28529.23077
46654,27907.69231
46655,27292.30769
46656,27058.46154
46657,26375.38462
46658,25907.69231
46659,25378.46154
46660,24855.38462
46661,24492.30769
46662,24129.23077
46663,23864.61538
46664,23680.0
46665,23433.84615
46666,23224.61538
46667,23070.76923
46668,22886.15385
46669,22775.38462
46670,22572.30769
46671,22486.15385
46672,22313.84615
46673,22190.76923
46674,22049.23077
46675,21821.53846
46676,21569.23077
46677,21446.15385
46678,21600.0
46679,21606.15385
46680,21673.84615
46681,21698.46154
46682,21710.76923
46683,21753.84615
46684,21889.23077
46685,21907.69231
46686,22030.76923
46687,21950.76923
46688,22486.15385
46689,23206.15385
46690,23003.07692
46691,22923.07692
46692,22886.15385
46693,23070.76923
46694,22461.53846
46695,21723.07692
46696,21261.53846
46697,21298.46154
46698,21987.69231
46699,22633.84615
46700,22615.38462
46701,23003.07692
46702,22806.15385
46703,22320.0
46704,23692.30769
46705,24215.38462
46706,24646.15385
46707,25218.46154
46708,25446.15385
46709,25532.30769
46710,26443.07692
46711,26658.46154
46712,26849.23077
46713,27507.69231
46714,27815.38462
46715,28110.76923
46716,28701.53846
46717,29273.84615
46718,29501.53846
46719,29790.76923
46720,30240.0
46721,30553.84615
46722,30560.0
46723,30695.38462
46724,31292.30769
46725,31310.76923
46726,31230.76923
46727,31193.84615
46728,31033.84615
46729,31021.53846
46730,31052.30769
46731,31083.07692
46732,31261.53846
46733,31470.76923
46734,31532.30769
46735,31476.92308
46736,31723.07692
46737,31600.0
46738,31280.0
46739,30800.0
46740,31870.76923
46741,34000.0
46742,34043.07692
46743,33864.61538
46744,33926.15385
46745,33569.23077
46746,33458.46154
46747,30418.46154
46748,30289.23077
46749,29920.0
46750,30024.61538
46751,30246.15385
46752,29907.69231
46753,30135.38462
46754,30338.46154
46755,30596.92308
46756,30843.07692
46757,31126.15385
46758,31655.38462
46759,33267.69231
46760,36430.76923
46761,38793.84615
46762,39784.61538
46763,39987.69231
46764,39876.92308
46765,40036.92308
46766,39987.69231
46767,39993.84615
46768,39956.92308
46769,39587.69231
46770,39643.07692
46771,39415.38462
46772,39341.53846
46773,39181.53846
46774,39070.76923
46775,39052.30769
46776,38824.61538
46777,38886.15385
46778,38867.69231
46779,38738.46154
46780,38516.92308
46781,38172.30769
46782,37569.23077
46783,37206.15385
46784,36449.23077
46785,35920.0
46786,35593.84615
46787,35101.53846
46788,34738.46154
46789,34264.61538
46790,33692.30769
46791,32953.84615
46792,32172.30769
46793,31464.61538
46794,30609.23077
46795,30030.76923
46796,28966.15385
46797,28073.84615
46798,27440.0
46799,26904.61538
46800,26123.07692
46801,25489.23077
46802,25095.38462
46803,24812.30769
46804,24492.30769
46805,24313.84615
46806,23901.53846
46807,23520.0
46808,23156.92308
46809,22812.30769
46810,22689.23077
46811,22640.0
46812,22307.69231
46813,22338.46154
46814,22086.15385
46815,22018.46154
46816,21907.69231
46817,21821.53846
46818,21655.38462
46819,21729.23077
46820,21723.07692
46821,21563.07692
46822,21440.0
46823,21347.69231
46824,21341.53846
46825,21316.92308
46826,21390.76923
46827,21643.07692
46828,21575.38462
46829,21501.53846
46830,21550.76923
46831,21710.76923
46832,21864.61538
46833,22713.84615
46834,22523.07692
46835,22609.23077
46836,22646.15385
46837,22726.15385
46838,22436.92308
46839,21710.76923
46840,21273.84615
46841,21015.38462
46842,21341.53846
46843,21956.92308
46844,22227.69231
46845,22264.61538
46846,21833.84615
46847,22012.30769
46848,22849.23077
46849,23280.0
46850,23809.23077
46851,24307.69231
46852,24283.07692
46853,24584.61538
46854,25206.15385
46855,25821.53846
46856,26110.76923
46857,26498.46154
46858,27710.76923
46859,28215.38462
46860,28978.46154
46861,30486.15385
46862,30781.53846
46863,30886.15385
46864,31267.69231
46865,31766.15385
46866,32461.53846
46867,32695.38462
46868,33113.84615
46869,33126.15385
46870,33163.07692
46871,32166.15385
46872,31796.92308
46873,31993.84615
46874,32123.07692
46875,32713.84615
46876,32172.30769
46877,32221.53846
46878,32369.23077
46879,32246.15385
46880,31932.30769
46881,31827.69231
46882,31950.76923
46883,31901.53846
46884,30935.38462
46885,25544.61538
46886,26412.30769
46887,29569.23077
46888,29033.84615
46889,29187.69231
46890,29095.38462
46891,29673.84615
46892,30196.92308
46893,30461.53846
46894,30400.0
46895,30129.23077
46896,30141.53846
46897,30781.53846
46898,31003.07692
46899,31193.84615
46900,31790.76923
46901,32566.15385
46902,33243.07692
46903,34707.69231
46904,37944.61538
46905,40923.07692
46906,42566.15385
46907,40886.15385
